Tr_Name,Park,Park_Tourism_Region,Visitor_State,Last_12_Months,Prior_12_Months,Pct_Change,Difference
Mackay,Homevale National Park,Mackay,QLD,5,34,-85.29411765,-29
Mackay,Idalia National Park,Outback,QLD,8,0,100,8
Mackay,Imbil State Forest,"Launceston, Tamar and the North",QLD,110,115,-4.347826087,-5
Mackay,Inskip Peninsula Recreation Area,Sunshine Coast,QLD,639,611,4.582651391,28
Mackay,Isla Gorge National Park,Central Queensland,QLD,14,28,-50,-14
Mackay,Jardine River National Park,Tropical North Queensland,QLD,159,216,-26.38888889,-57
Mackay,Jimna State Forest,"Launceston, Tamar and the North",QLD,26,39,-33.33333333,-13
Mackay,K'gari (Fraser Island) Great Walk,Fraser Coast,QLD,4,11,-63.63636364,-7
Mackay,K'gari (Fraser Island) Recreation Area,Fraser Coast,QLD,"2,705","3,780",-28.43915344,-1075
Mackay,Kalpowar State Forest,Bundaberg,QLD,28,22,27.27272727,6
Mackay,Keppel Bay Islands National Park,Central Queensland,QLD,34,61,-44.26229508,-27
Mackay,Koombooloomba National Park and Conservation Park,Tropical North Queensland,QLD,6,23,-73.91304348,-17
Mackay,Kroombit Tops National Park,Central Queensland,QLD,45,76,-40.78947368,-31
Mackay,Kutini-Payamu (Iron Range) National Park (CYPAL),Tropical North Queensland,QLD,294,432,-31.94444444,-138
Mackay,Lake Murphy Conservation Park,Central Queensland,QLD,0,6,-100,-6
Mackay,Lindeman Islands National Park,Mackay,QLD,39,18,116.6666667,21
Mackay,Lizard Island National Park,Tropical North Queensland,QLD,56,50,12,6
Mackay,Lochern National Park,Outback,QLD,0,2,-100,-2
Mackay,Mackay Highlands Great Walk,Mackay,QLD,48,141,-65.95744681,-93
Mackay,Main Range Conservation Park,Queensland Country,QLD,3,0,100,3
Mackay,Main Range National Park,Brisbane,QLD,15,1,1400,14
Mackay,Mapleton National Park,Sunshine Coast,QLD,6,0,100,6
Mackay,Mia Mia State Forest,Mackay,QLD,115,154,-25.32467532,-39
Mackay,Molle Islands National Park,Whitsundays,QLD,404,"1,144",-64.68531469,-740
Mackay,Moorrinya National Park,Outback,QLD,3,12,-75,-9
Mackay,Mount Barney National Park,Gold Coast,QLD,5,4,25,1
Mackay,Mouth of Baffle Creek Conservation Park,Central Queensland,QLD,65,0,100,65
Mackay,Munga-Thirri National Park,Outback,QLD,2,14,-85.71428571,-12
Mackay,Naree Budjong Djara National Park,Brisbane,QLD,0,8,-100,-8
Mackay,Newry Islands National Park,Mackay,QLD,461,724,-36.32596685,-263
Mackay,Northumberland Islands National Park,Mackay,QLD,6,0,100,6
Mackay,Nuga Nuga National Park,Central Queensland,QLD,25,16,56.25,9
Mackay,Orpheus Island National Park,Townsville,QLD,12,4,200,8
Mackay,Oyala Thumotang National Park (CYPAL),Tropical North Queensland,QLD,10,23,-56.52173913,-13
Mackay,Palmer Goldfield Resources Reserve,Tropical North Queensland,QLD,23,14,64.28571429,9
Mackay,Paluma Range National Park,Townsville,QLD,706,755,-6.490066225,-49
Mackay,Porcupine Gorge National Park,Outback,QLD,267,374,-28.60962567,-107
Mackay,Repulse Islands National Park,Whitsundays,QLD,0,4,-100,-4
Mackay,Rinyirru (Lakefield) National Park (CYPAL),Tropical North Queensland,QLD,295,514,-42.60700389,-219
Mackay,Russell River National Park,Tropical North Queensland,QLD,9,2,350,7
Mackay,Smith Islands National Park,Mackay,QLD,36,32,12.5,4
Mackay,South Cumberland Islands National Park,Mackay,QLD,188,100,88,88
Mackay,Speewah Conservation Park,Tropical North Queensland,QLD,47,38,23.68421053,9
Mackay,Springbrook National Park,Gold Coast,QLD,31,52,-40.38461538,-21
Mackay,Sundown National Park,Darling Downs,QLD,0,22,-100,-22
Mackay,Sunshine Coast Hinterland Great Walk,Sunshine Coast,QLD,10,22,-54.54545455,-12
Mackay,Teerk Roo Ra National Park,Brisbane,QLD,6,0,100,6
Mackay,Tolderodden Conservation Park,Bundaberg,QLD,6,5,20,1
Mackay,Tuan State Forest,Fraser Coast,QLD,89,73,21.91780822,16
Mackay,Tully Gorge National Park,Tropical North Queensland,QLD,25,63,-60.31746032,-38
Mackay,Welford National Park,Outback,QLD,17,22,-22.72727273,-5
Mackay,White Mountains National Park,Townsville,QLD,16,8,100,8
Mackay,Whitsunday Islands National Park,Whitsundays,QLD,967,"1,741",-44.4572085,-774
Mackay,Wongi State Forest,Fraser Coast,QLD,20,6,233.3333333,14
Mackay,Woody Island,Tropical North Queensland,QLD,0,18,-100,-18
Mackay,Wooroonooran National Park,Tropical North Queensland,QLD,100,111,-9.90990991,-11
Mackay,"Wooroonooran NP, Bartle Frere trail",Tropical North Queensland,QLD,6,1,500,5
Mallee,Bunya Mountains National Park,Darling Downs,VIC,4,0,100,4
Mallee,Burrum Coast National Park,Fraser Coast,VIC,0,3,-100,-3
Mallee,Byfield State Forest,Central Queensland,VIC,0,3,-100,-3
Mallee,Conondale Range Great Walk,Sunshine Coast,VIC,6,0,100,6
Mallee,Cooloola Recreation Area,Sunshine Coast,VIC,0,44,-100,-44
Mallee,Danbulla National Park,Tropical North Queensland,VIC,0,26,-100,-26
Mallee,Deepwater National Park,Central Queensland,VIC,0,4,-100,-4
Mallee,Diamantina National Park,Outback,VIC,0,2,-100,-2
Mallee,Girramay National Park,Tropical North Queensland,VIC,0,6,-100,-6
Mallee,Heathlands Resources Reserve,Tropical North Queensland,VIC,2,0,100,2
Mallee,Imbil State Forest,"Launceston, Tamar and the North",VIC,4,0,100,4
Mallee,Inskip Peninsula Recreation Area,Sunshine Coast,VIC,38,9,322.2222222,29
Mallee,Jardine River National Park,Tropical North Queensland,VIC,4,0,100,4
Mallee,K'gari (Fraser Island) Great Walk,Fraser Coast,VIC,0,4,-100,-4
Mallee,K'gari (Fraser Island) Recreation Area,Fraser Coast,VIC,75,48,56.25,27
Mallee,Kutini-Payamu (Iron Range) National Park (CYPAL),Tropical North Queensland,VIC,6,0,100,6
Mallee,Main Range National Park,Brisbane,VIC,2,0,100,2
Mallee,Mount Barney National Park,Gold Coast,VIC,6,7,-14.28571429,-1
Mallee,Oyala Thumotang National Park (CYPAL),Tropical North Queensland,VIC,3,0,100,3
Mallee,Rinyirru (Lakefield) National Park (CYPAL),Tropical North Queensland,VIC,7,0,100,7
Mallee,Sundown National Park,Darling Downs,VIC,4,0,100,4
Mallee,Tolderodden Conservation Park,Bundaberg,VIC,4,0,100,4
Melbourne,Abergowrie State Forest,Townsville,VIC,58,53,9.433962264,5
Melbourne,Amamoor State Forest and Forest Reserve,Sunshine Coast,VIC,143,122,17.21311475,21
Melbourne,Auburn River National Park,Bundaberg,VIC,28,26,7.692307692,2
Melbourne,Baldy Mountain Forest Reserve,Tropical North Queensland,VIC,1,0,100,1
Melbourne,Barakula State Forest,Darling Downs,VIC,12,2,500,10
Melbourne,Barnard Island Group National Park,Tropical North Queensland,VIC,0,3,-100,-3
Melbourne,Beerburrum and Beerwah State Forests,Sunshine Coast,VIC,443,362,22.37569061,81
Melbourne,Benarkin State Forest,Darling Downs,VIC,14,28,-50,-14
Melbourne,Blackbraes National Park,Tropical North Queensland,VIC,12,17,-29.41176471,-5
Melbourne,Blackdown Tableland National Park,Central Queensland,VIC,156,159,-1.886792453,-3
Melbourne,Bladensburg National Park,Outback,VIC,91,151,-39.73509934,-60
Melbourne,Boodjamulla (Lawn Hill) National Park,Tropical North Queensland,VIC,3,575,-99.47826087,-572
Melbourne,Bowling Green Bay National Park,Townsville,VIC,12,12,0,0
Melbourne,Bribie Island Recreation Area,Brisbane,VIC,359,408,-12.00980392,-49
Melbourne,Brooyar State Forest,"Launceston, Tamar and the North",VIC,51,48,6.25,3
Melbourne,Bulburin National Park,Central Queensland,VIC,0,8,-100,-8
Melbourne,Bunya Mountains National Park,Darling Downs,VIC,178,177,0.564971751,1
Melbourne,Burrum Coast National Park,Fraser Coast,VIC,243,283,-14.13427562,-40
Melbourne,Byfield Conservation Park,Central Queensland,VIC,15,116,-87.06896552,-101
Melbourne,Byfield National Park,Central Queensland,VIC,25,36,-30.55555556,-11
Melbourne,Byfield State Forest,Central Queensland,VIC,371,304,22.03947368,67
Melbourne,Canyon Resources Reserve,Tropical North Queensland,VIC,4,2,100,2
Melbourne,Cape Hillsborough National Park,Mackay,VIC,155,248,-37.5,-93
Melbourne,Cape Melville National Park (CYPAL),Tropical North Queensland,VIC,2,14,-85.71428571,-12
Melbourne,Cape Palmerston National Park,Mackay,VIC,39,22,77.27272727,17
Melbourne,Capricornia Cays National Park,Central Queensland,VIC,147,94,56.38297872,53
Melbourne,Carnarvon Great Walk,Central Queensland,VIC,55,88,-37.5,-33
Melbourne,Carnarvon National Park,Central Queensland,VIC,171,312,-45.19230769,-141
Melbourne,Cathu State Forest,Mackay,VIC,10,5,100,5
Melbourne,Conondale National Park,Sunshine Coast,VIC,105,111,-5.405405405,-6
Melbourne,Conondale Range Great Walk,Sunshine Coast,VIC,5,10,-50,-5
Melbourne,Conway Circuit,Whitsundays,VIC,4,5,-20,-1
Melbourne,Conway National Park,Whitsundays,VIC,7,5,40,2
Melbourne,Cooloola Great Walk,Sunshine Coast,VIC,188,87,116.091954,101
Melbourne,Cooloola Recreation Area,Sunshine Coast,VIC,"1,593","1,250",27.44,343
Melbourne,Crediton State Forest,Mackay,VIC,16,10,60,6
Melbourne,Crows Nest National Park,Darling Downs,VIC,27,21,28.57142857,6
Melbourne,Culgoa Floodplain National Park,Outback,VIC,15,0,100,15
Melbourne,Currawinya National Park,Outback,VIC,151,157,-3.821656051,-6
Melbourne,Curtis Island National Park and Conservation Park,Central Queensland,VIC,0,16,-100,-16
Melbourne,D'Aguilar National Park,Brisbane,VIC,44,56,-21.42857143,-12
Melbourne,Daintree National Park,Tropical North Queensland,VIC,0,633,-100,-633
Melbourne,Daintree National Park (CYPAL),Tropical North Queensland,VIC,506,81,524.691358,425
Melbourne,Dalrymple National Park,Townsville,VIC,11,2,450,9
Melbourne,Danbulla National Park,Tropical North Queensland,VIC,461,424,8.726415094,37
Melbourne,Davies Creek National Park,Tropical North Queensland,VIC,74,71,4.225352113,3
Melbourne,Deepwater National Park,Central Queensland,VIC,283,274,3.284671533,9
Melbourne,Diamantina National Park,Outback,VIC,108,115,-6.086956522,-7
Melbourne,Dinden National Park,Tropical North Queensland,VIC,47,148,-68.24324324,-101
Melbourne,Eungella National Park,Mackay,VIC,149,214,-30.37383178,-65
Melbourne,Eurimbula National Park,Central Queensland,VIC,225,233,-3.433476395,-8
Melbourne,Expedition National Park,Central Queensland,VIC,32,44,-27.27272727,-12
Melbourne,Family Islands National Park,Tropical North Queensland,VIC,2,32,-93.75,-30
Melbourne,Forest Den National Park,Outback,VIC,17,0,100,17
Melbourne,Frankland Group National Park,Tropical North Queensland,VIC,4,4,0,0
Melbourne,Girramay National Park,Tropical North Queensland,VIC,241,296,-18.58108108,-55
Melbourne,Girraween National Park,Darling Downs,VIC,201,196,2.551020408,5
Melbourne,Girringun National Park,Tropical North Queensland,VIC,279,275,1.454545455,4
Melbourne,Glen Rock State Forest,Brisbane,VIC,0,10,-100,-10
Melbourne,Gloucester Islands National Park,Whitsundays,VIC,4,14,-71.42857143,-10
Melbourne,Gold Coast Hinterland Great Walk,Gold Coast,VIC,13,9,44.44444444,4
Melbourne,Goodedulla National Park,Central Queensland,VIC,10,0,100,10
Melbourne,Goold Island National Park,Tropical North Queensland,VIC,0,8,-100,-8
Melbourne,Halifax Bay Wetlands National Park,Townsville,VIC,0,15,-100,-15
Melbourne,Heathlands Resources Reserve,Tropical North Queensland,VIC,18,78,-76.92307692,-60
Melbourne,Hell Hole Gorge National Park,Outback,VIC,9,14,-35.71428571,-5
Melbourne,Hinchinbrook Island National Park,Tropical North Queensland,VIC,57,64,-10.9375,-7
Melbourne,"Hinchinbrook Island NP, Thorsborne Trail",Tropical North Queensland,VIC,219,520,-57.88461538,-301
Melbourne,Homevale National Park,Mackay,VIC,5,12,-58.33333333,-7
Melbourne,Hope Islands National Park,Tropical North Queensland,VIC,0,1,-100,-1
Melbourne,Idalia National Park,Outback,VIC,86,22,290.9090909,64
Melbourne,Imbil State Forest,"Launceston, Tamar and the North",VIC,74,148,-50,-74
Melbourne,Inskip Peninsula Recreation Area,Sunshine Coast,VIC,"2,392","2,251",6.263882719,141
Melbourne,Isla Gorge National Park,Central Queensland,VIC,48,66,-27.27272727,-18
Melbourne,Jardine River National Park,Tropical North Queensland,VIC,466,692,-32.65895954,-226
Melbourne,Jimna State Forest,"Launceston, Tamar and the North",VIC,49,14,250,35
Melbourne,K'gari (Fraser Island) Great Walk,Fraser Coast,VIC,195,311,-37.29903537,-116
Melbourne,K'gari (Fraser Island) Recreation Area,Fraser Coast,VIC,"10,035","13,083",-23.29740885,-3048
Melbourne,Kalpowar State Forest,Bundaberg,VIC,10,2,400,8
Melbourne,Keppel Bay Islands National Park,Central Queensland,VIC,44,14,214.2857143,30
Melbourne,Koombooloomba National Park and Conservation Park,Tropical North Queensland,VIC,18,4,350,14
Melbourne,Kroombit Tops National Park,Central Queensland,VIC,31,20,55,11
Melbourne,Kutini-Payamu (Iron Range) National Park (CYPAL),Tropical North Queensland,VIC,576,724,-20.44198895,-148
Melbourne,Lake Murphy Conservation Park,Central Queensland,VIC,2,5,-60,-3
Melbourne,Lamington National Park,Gold Coast,VIC,8,5,60,3
Melbourne,Lindeman Islands National Park,Mackay,VIC,4,3,33.33333333,1
Melbourne,Lizard Island National Park,Tropical North Queensland,VIC,4,17,-76.47058824,-13
Melbourne,Lochern National Park,Outback,VIC,9,16,-43.75,-7
Melbourne,Mackay Highlands Great Walk,Mackay,VIC,8,2,300,6
Melbourne,Main Range Conservation Park,Queensland Country,VIC,9,0,100,9
Melbourne,Main Range National Park,Brisbane,VIC,56,40,40,16
Melbourne,"Main Range NP, Scenic Rim Trail",Brisbane,VIC,0,21,-100,-21
Melbourne,Mapleton National Park,Sunshine Coast,VIC,1,0,100,1
Melbourne,Misty Mountains Wilderness Tracks,Tropical North Queensland,VIC,0,1,-100,-1
Melbourne,Molle Islands National Park,Whitsundays,VIC,53,42,26.19047619,11
Melbourne,Moogerah Peaks National Park,Brisbane,VIC,79,76,3.947368421,3
Melbourne,Moorrinya National Park,Outback,VIC,9,14,-35.71428571,-5
Melbourne,Mount Barney National Park,Gold Coast,VIC,12,25,-52,-13
Melbourne,Mount Walsh National Park,Bundaberg,VIC,1,2,-50,-1
Melbourne,Mouth of Baffle Creek Conservation Park,Central Queensland,VIC,0,8,-100,-8
Melbourne,Munga-Thirri National Park,Outback,VIC,17,63,-73.01587302,-46
Melbourne,Newry Islands National Park,Mackay,VIC,2,0,100,2
Melbourne,Ngalba Bulal National Park,Tropical North Queensland,VIC,3,2,50,1
Melbourne,Nuga Nuga National Park,Central Queensland,VIC,35,28,25,7
Melbourne,Orpheus Island National Park,Townsville,VIC,0,14,-100,-14
Melbourne,Oyala Thumotang National Park (CYPAL),Tropical North Queensland,VIC,18,34,-47.05882353,-16
Melbourne,Palmer Goldfield Resources Reserve,Tropical North Queensland,VIC,6,12,-50,-6
Melbourne,Paluma Range National Park,Townsville,VIC,527,609,-13.46469622,-82
Melbourne,Porcupine Gorge National Park,Outback,VIC,309,423,-26.95035461,-114
Melbourne,Rinyirru (Lakefield) National Park (CYPAL),Tropical North Queensland,VIC,387,535,-27.6635514,-148
Melbourne,Rundle Range National Park,Central Queensland,VIC,0,2,-100,-2
Melbourne,Rungulla National Park,Tropical North Queensland,VIC,5,21,-76.19047619,-16
Melbourne,Russell River National Park,Tropical North Queensland,VIC,38,29,31.03448276,9
Melbourne,Smith Islands National Park,Mackay,VIC,4,2,100,2
Melbourne,South Cumberland Islands National Park,Mackay,VIC,4,3,33.33333333,1
Melbourne,Speewah Conservation Park,Tropical North Queensland,VIC,174,93,87.09677419,81
Melbourne,Springbrook National Park,Gold Coast,VIC,251,283,-11.30742049,-32
Melbourne,Sundown National Park,Darling Downs,VIC,34,43,-20.93023256,-9
Melbourne,Sunshine Coast Hinterland Great Walk,Sunshine Coast,VIC,34,44,-22.72727273,-10
Melbourne,Teerk Roo Ra National Park,Brisbane,VIC,2,0,100,2
Melbourne,Thrushton National Park,Darling Downs,VIC,2,3,-33.33333333,-1
Melbourne,Tolderodden Conservation Park,Bundaberg,VIC,22,13,69.23076923,9
Melbourne,Tuan State Forest,Fraser Coast,VIC,86,95,-9.473684211,-9
Melbourne,Tully Gorge National Park,Tropical North Queensland,VIC,85,133,-36.09022556,-48
Melbourne,Welford National Park,Outback,VIC,81,66,22.72727273,15
Melbourne,Wet Tropics Great Walk,Tropical North Queensland,VIC,4,0,100,4
Melbourne,White Mountains National Park,Townsville,VIC,17,23,-26.08695652,-6
Melbourne,Whitsunday Islands National Park,Whitsundays,VIC,618,600,3,18
Melbourne,Wongi State Forest,Fraser Coast,VIC,53,72,-26.38888889,-19
Melbourne,Wooroonooran National Park,Tropical North Queensland,VIC,189,278,-32.01438849,-89
Melbourne,"Wooroonooran NP, Bartle Frere trail",Tropical North Queensland,VIC,38,2,1800,36
"Murray River, Lakes and Coorong",Abergowrie State Forest,Townsville,SA,2,0,100,2
"Murray River, Lakes and Coorong",Beerburrum and Beerwah State Forests,Sunshine Coast,SA,2,4,-50,-2
"Murray River, Lakes and Coorong",Blackdown Tableland National Park,Central Queensland,SA,8,0,100,8
"Murray River, Lakes and Coorong",Bladensburg National Park,Outback,SA,4,0,100,4
"Murray River, Lakes and Coorong",Byfield State Forest,Central Queensland,SA,0,3,-100,-3
"Murray River, Lakes and Coorong",Cape Hillsborough National Park,Mackay,SA,4,0,100,4
"Murray River, Lakes and Coorong",Carnarvon National Park,Central Queensland,SA,4,0,100,4
"Murray River, Lakes and Coorong",Cooloola Recreation Area,Sunshine Coast,SA,16,8,100,8
"Murray River, Lakes and Coorong",Daintree National Park (CYPAL),Tropical North Queensland,SA,6,0,100,6
"Murray River, Lakes and Coorong",Danbulla National Park,Tropical North Queensland,SA,4,47,-91.4893617,-43
"Murray River, Lakes and Coorong",Deepwater National Park,Central Queensland,SA,4,0,100,4
"Murray River, Lakes and Coorong",Eungella National Park,Mackay,SA,2,0,100,2
"Murray River, Lakes and Coorong",Eurimbula National Park,Central Queensland,SA,4,0,100,4
"Murray River, Lakes and Coorong",Expedition National Park,Central Queensland,SA,4,0,100,4
"Murray River, Lakes and Coorong",Girramay National Park,Tropical North Queensland,SA,4,8,-50,-4
"Murray River, Lakes and Coorong",Girringun National Park,Tropical North Queensland,SA,4,0,100,4
"Murray River, Lakes and Coorong",Hell Hole Gorge National Park,Outback,SA,0,4,-100,-4
"Murray River, Lakes and Coorong",Imbil State Forest,"Launceston, Tamar and the North",SA,0,2,-100,-2
"Murray River, Lakes and Coorong",Inskip Peninsula Recreation Area,Sunshine Coast,SA,29,27,7.407407407,2
"Murray River, Lakes and Coorong",Isla Gorge National Park,Central Queensland,SA,6,0,100,6
"Murray River, Lakes and Coorong",Jardine River National Park,Tropical North Queensland,SA,2,4,-50,-2
"Murray River, Lakes and Coorong",Jimna State Forest,"Launceston, Tamar and the North",SA,2,0,100,2
"Murray River, Lakes and Coorong",K'gari (Fraser Island) Recreation Area,Fraser Coast,SA,44,133,-66.91729323,-89
"Murray River, Lakes and Coorong",Nuga Nuga National Park,Central Queensland,SA,4,0,100,4
"Murray River, Lakes and Coorong",Paluma Range National Park,Townsville,SA,31,6,416.6666667,25
"Murray River, Lakes and Coorong",Porcupine Gorge National Park,Outback,SA,8,2,300,6
"Murray River, Lakes and Coorong",Rinyirru (Lakefield) National Park (CYPAL),Tropical North Queensland,SA,12,4,200,8
"Murray River, Lakes and Coorong",Speewah Conservation Park,Tropical North Queensland,SA,2,2,0,0
"Murray River, Lakes and Coorong",Springbrook National Park,Gold Coast,SA,9,3,200,6
"Murray River, Lakes and Coorong",Tully Gorge National Park,Tropical North Queensland,SA,2,0,100,2
"Murray River, Lakes and Coorong",Welford National Park,Outback,SA,0,2,-100,-2
"Murray River, Lakes and Coorong",Wongi State Forest,Fraser Coast,SA,8,0,100,8
New England North West,Abergowrie State Forest,Townsville,NSW,6,2,200,4
New England North West,Amamoor State Forest and Forest Reserve,Sunshine Coast,NSW,13,27,-51.85185185,-14
New England North West,Auburn River National Park,Bundaberg,NSW,4,21,-80.95238095,-17
New England North West,Barakula State Forest,Darling Downs,NSW,0,2,-100,-2
New England North West,Beerburrum and Beerwah State Forests,Sunshine Coast,NSW,95,119,-20.16806723,-24
New England North West,Benarkin State Forest,Darling Downs,NSW,2,14,-85.71428571,-12
New England North West,Blackdown Tableland National Park,Central Queensland,NSW,35,81,-56.79012346,-46
New England North West,Bladensburg National Park,Outback,NSW,12,23,-47.82608696,-11
New England North West,Boodjamulla (Lawn Hill) National Park,Tropical North Queensland,NSW,0,32,-100,-32
New England North West,Bowling Green Bay National Park,Townsville,NSW,0,2,-100,-2
New England North West,Bribie Island Recreation Area,Brisbane,NSW,146,220,-33.63636364,-74
New England North West,Broad Sound Islands National Park,Central Queensland,NSW,0,6,-100,-6
New England North West,Brooyar State Forest,"Launceston, Tamar and the North",NSW,12,14,-14.28571429,-2
New England North West,Bunya Mountains National Park,Darling Downs,NSW,115,185,-37.83783784,-70
New England North West,Burrum Coast National Park,Fraser Coast,NSW,121,102,18.62745098,19
New England North West,Byfield Conservation Park,Central Queensland,NSW,34,22,54.54545455,12
New England North West,Byfield National Park,Central Queensland,NSW,2,17,-88.23529412,-15
New England North West,Byfield State Forest,Central Queensland,NSW,62,45,37.77777778,17
New England North West,Cape Hillsborough National Park,Mackay,NSW,16,25,-36,-9
New England North West,Cape Melville National Park (CYPAL),Tropical North Queensland,NSW,55,36,52.77777778,19
New England North West,Cape Palmerston National Park,Mackay,NSW,8,26,-69.23076923,-18
New England North West,Capricornia Cays National Park,Central Queensland,NSW,8,381,-97.90026247,-373
New England North West,Carnarvon Great Walk,Central Queensland,NSW,20,18,11.11111111,2
New England North West,Carnarvon National Park,Central Queensland,NSW,27,152,-82.23684211,-125
New England North West,Cathu State Forest,Mackay,NSW,0,2,-100,-2
New England North West,Charon Point Conservation Park,Central Queensland,NSW,1,0,100,1
New England North West,Conondale National Park,Sunshine Coast,NSW,45,24,87.5,21
New England North West,Conondale Range Great Walk,Sunshine Coast,NSW,18,18,0,0
New England North West,Conway National Park,Whitsundays,NSW,0,9,-100,-9
New England North West,Cooloola Great Walk,Sunshine Coast,NSW,2,9,-77.77777778,-7
New England North West,Cooloola Recreation Area,Sunshine Coast,NSW,778,929,-16.2540366,-151
New England North West,Crediton State Forest,Mackay,NSW,2,19,-89.47368421,-17
New England North West,Crows Nest National Park,Darling Downs,NSW,35,63,-44.44444444,-28
New England North West,Currawinya National Park,Outback,NSW,72,90,-20,-18
New England North West,Curtis Island National Park and Conservation Park,Central Queensland,NSW,0,25,-100,-25
New England North West,D'Aguilar National Park,Brisbane,NSW,25,15,66.66666667,10
New England North West,Daintree National Park,Tropical North Queensland,NSW,0,52,-100,-52
New England North West,Daintree National Park (CYPAL),Tropical North Queensland,NSW,31,0,100,31
New England North West,Dalrymple National Park,Townsville,NSW,0,6,-100,-6
New England North West,Danbulla National Park,Tropical North Queensland,NSW,139,72,93.05555556,67
New England North West,Davies Creek National Park,Tropical North Queensland,NSW,3,10,-70,-7
New England North West,Deepwater National Park,Central Queensland,NSW,126,58,117.2413793,68
New England North West,Diamantina National Park,Outback,NSW,6,34,-82.35294118,-28
New England North West,Dinden National Park,Tropical North Queensland,NSW,22,8,175,14
New England North West,Eungella National Park,Mackay,NSW,7,14,-50,-7
New England North West,Eurimbula National Park,Central Queensland,NSW,57,102,-44.11764706,-45
New England North West,Expedition National Park,Central Queensland,NSW,6,13,-53.84615385,-7
New England North West,Flinders Group National Park (CYPAL),Tropical North Queensland,NSW,26,0,100,26
New England North West,Forest Den National Park,Outback,NSW,6,0,100,6
New England North West,Girramay National Park,Tropical North Queensland,NSW,6,23,-73.91304348,-17
New England North West,Girraween National Park,Darling Downs,NSW,592,817,-27.53977968,-225
New England North West,Girringun National Park,Tropical North Queensland,NSW,22,34,-35.29411765,-12
New England North West,Glen Rock State Forest,Brisbane,NSW,0,27,-100,-27
New England North West,Gold Coast Hinterland Great Walk,Gold Coast,NSW,0,1,-100,-1
New England North West,Goold Island National Park,Tropical North Queensland,NSW,18,0,100,18
New England North West,Heathlands Resources Reserve,Tropical North Queensland,NSW,6,12,-50,-6
New England North West,Hell Hole Gorge National Park,Outback,NSW,0,2,-100,-2
New England North West,Hinchinbrook Island National Park,Tropical North Queensland,NSW,0,18,-100,-18
New England North West,"Hinchinbrook Island NP, Thorsborne Trail",Tropical North Queensland,NSW,0,58,-100,-58
New England North West,Idalia National Park,Outback,NSW,22,16,37.5,6
New England North West,Imbil State Forest,"Launceston, Tamar and the North",NSW,21,53,-60.37735849,-32
New England North West,Inskip Peninsula Recreation Area,Sunshine Coast,NSW,840,"1,056",-20.45454545,-216
New England North West,Isla Gorge National Park,Central Queensland,NSW,21,23,-8.695652174,-2
New England North West,Jardine River National Park,Tropical North Queensland,NSW,52,77,-32.46753247,-25
New England North West,Jimna State Forest,"Launceston, Tamar and the North",NSW,20,5,300,15
New England North West,K'gari (Fraser Island) Great Walk,Fraser Coast,NSW,35,156,-77.56410256,-121
New England North West,K'gari (Fraser Island) Recreation Area,Fraser Coast,NSW,"3,060","4,615",-33.69447454,-1555
New England North West,Keppel Bay Islands National Park,Central Queensland,NSW,10,16,-37.5,-6
New England North West,Koombooloomba National Park and Conservation Park,Tropical North Queensland,NSW,10,4,150,6
New England North West,Kroombit Tops National Park,Central Queensland,NSW,14,14,0,0
New England North West,Kutini-Payamu (Iron Range) National Park (CYPAL),Tropical North Queensland,NSW,68,86,-20.93023256,-18
New England North West,Lake Murphy Conservation Park,Central Queensland,NSW,5,3,66.66666667,2
New England North West,Lamington National Park,Gold Coast,NSW,6,3,100,3
New England North West,Lochern National Park,Outback,NSW,8,10,-20,-2
New England North West,Main Range Conservation Park,Queensland Country,NSW,4,6,-33.33333333,-2
New England North West,Main Range National Park,Brisbane,NSW,201,179,12.29050279,22
New England North West,"Main Range NP, Scenic Rim Trail",Brisbane,NSW,15,33,-54.54545455,-18
New England North West,Mariala National Park,Outback,NSW,4,4,0,0
New England North West,Misty Mountains Wilderness Tracks,Tropical North Queensland,NSW,4,0,100,4
New England North West,Moogerah Peaks National Park,Brisbane,NSW,13,12,8.333333333,1
New England North West,Moorrinya National Park,Outback,NSW,2,0,100,2
New England North West,Mount Barney National Park,Gold Coast,NSW,436,439,-0.683371298,-3
New England North West,Mouth of Baffle Creek Conservation Park,Central Queensland,NSW,1,2,-50,-1
New England North West,Mouth of Kolan River Conservation Park,Bundaberg,NSW,0,2,-100,-2
New England North West,Munga-Thirri National Park,Outback,NSW,0,14,-100,-14
New England North West,Naree Budjong Djara National Park,Brisbane,NSW,464,157,195.5414013,307
New England North West,Nuga Nuga National Park,Central Queensland,NSW,19,20,-5,-1
New England North West,Oyala Thumotang National Park (CYPAL),Tropical North Queensland,NSW,6,1,500,5
New England North West,Palmer Goldfield Resources Reserve,Tropical North Queensland,NSW,0,9,-100,-9
New England North West,Paluma Range National Park,Townsville,NSW,77,84,-8.333333333,-7
New England North West,Porcupine Gorge National Park,Outback,NSW,66,82,-19.51219512,-16
New England North West,Rinyirru (Lakefield) National Park (CYPAL),Tropical North Queensland,NSW,48,87,-44.82758621,-39
New England North West,Rundle Range National Park,Central Queensland,NSW,1,0,100,1
New England North West,Speewah Conservation Park,Tropical North Queensland,NSW,9,6,50,3
New England North West,Springbrook National Park,Gold Coast,NSW,10,49,-79.59183673,-39
New England North West,Sundown National Park,Darling Downs,NSW,320,522,-38.69731801,-202
