Tr_Name,Park,Park_Tourism_Region,Visitor_State,Last_12_Months,Prior_12_Months,Pct_Change,Difference
Queensland Country,Speewah Conservation Park,Tropical North Queensland,QLD,19,23,-17.39130435,-4
Queensland Country,Springbrook National Park,Gold Coast,QLD,193,216,-10.64814815,-23
Queensland Country,Sundown National Park,Darling Downs,QLD,792,799,-0.876095119,-7
Queensland Country,Sunshine Coast Hinterland Great Walk,Sunshine Coast,QLD,175,385,-54.54545455,-210
Queensland Country,Teerk Roo Ra National Park,Brisbane,QLD,52,13,300,39
Queensland Country,Three Islands Group National Park,Tropical North Queensland,QLD,2,0,100,2
Queensland Country,Thrushton National Park,Darling Downs,QLD,1,9,-88.88888889,-8
Queensland Country,Tolderodden Conservation Park,Bundaberg,QLD,25,29,-13.79310345,-4
Queensland Country,Tuan State Forest,Fraser Coast,QLD,"2,878","2,627",9.554625048,251
Queensland Country,Tully Gorge National Park,Tropical North Queensland,QLD,28,42,-33.33333333,-14
Queensland Country,Turtle Group National Park,Tropical North Queensland,QLD,2,0,100,2
Queensland Country,Welford National Park,Outback,QLD,40,56,-28.57142857,-16
Queensland Country,Wet Tropics Great Walk,Tropical North Queensland,QLD,6,0,100,6
Queensland Country,White Mountains National Park,Townsville,QLD,2,8,-75,-6
Queensland Country,Whitsunday Islands National Park,Whitsundays,QLD,77,83,-7.228915663,-6
Queensland Country,Wongi State Forest,Fraser Coast,QLD,72,145,-50.34482759,-73
Queensland Country,Woody Island,Tropical North Queensland,QLD,30,0,100,30
Queensland Country,Wooroonooran National Park,Tropical North Queensland,QLD,59,89,-33.70786517,-30
Queensland Country,"Wooroonooran NP, Bartle Frere trail",Tropical North Queensland,QLD,10,0,100,10
Riverina,Abergowrie State Forest,Townsville,NSW,0,4,-100,-4
Riverina,Amamoor State Forest and Forest Reserve,Sunshine Coast,NSW,4,0,100,4
Riverina,Beerburrum and Beerwah State Forests,Sunshine Coast,NSW,18,6,200,12
Riverina,Blackbraes National Park,Tropical North Queensland,NSW,0,6,-100,-6
Riverina,Blackdown Tableland National Park,Central Queensland,NSW,20,12,66.66666667,8
Riverina,Bladensburg National Park,Outback,NSW,24,0,100,24
Riverina,Boodjamulla (Lawn Hill) National Park,Tropical North Queensland,NSW,0,34,-100,-34
Riverina,Bowling Green Bay National Park,Townsville,NSW,4,3,33.33333333,1
Riverina,Bribie Island Recreation Area,Brisbane,NSW,34,2,1600,32
Riverina,Bulburin National Park,Central Queensland,NSW,0,2,-100,-2
Riverina,Bunya Mountains National Park,Darling Downs,NSW,21,25,-16,-4
Riverina,Burrum Coast National Park,Fraser Coast,NSW,12,3,300,9
Riverina,Byfield State Forest,Central Queensland,NSW,6,6,0,0
Riverina,Cape Melville National Park (CYPAL),Tropical North Queensland,NSW,8,0,100,8
Riverina,Cape Palmerston National Park,Mackay,NSW,17,8,112.5,9
Riverina,Carnarvon Great Walk,Central Queensland,NSW,0,10,-100,-10
Riverina,Carnarvon National Park,Central Queensland,NSW,10,17,-41.17647059,-7
Riverina,Conway National Park,Whitsundays,NSW,4,0,100,4
Riverina,Cooloola Great Walk,Sunshine Coast,NSW,0,8,-100,-8
Riverina,Cooloola Recreation Area,Sunshine Coast,NSW,37,137,-72.99270073,-100
Riverina,Crows Nest National Park,Darling Downs,NSW,0,10,-100,-10
Riverina,Currawinya National Park,Outback,NSW,41,23,78.26086957,18
Riverina,D'Aguilar National Park,Brisbane,NSW,0,2,-100,-2
Riverina,Daintree National Park,Tropical North Queensland,NSW,0,16,-100,-16
Riverina,Daintree National Park (CYPAL),Tropical North Queensland,NSW,16,0,100,16
Riverina,Danbulla National Park,Tropical North Queensland,NSW,30,4,650,26
Riverina,Davies Creek National Park,Tropical North Queensland,NSW,0,6,-100,-6
Riverina,Deepwater National Park,Central Queensland,NSW,8,9,-11.11111111,-1
Riverina,Diamantina National Park,Outback,NSW,22,8,175,14
Riverina,Eungella National Park,Mackay,NSW,4,9,-55.55555556,-5
Riverina,Eurimbula National Park,Central Queensland,NSW,27,16,68.75,11
Riverina,Expedition National Park,Central Queensland,NSW,11,0,100,11
Riverina,Girramay National Park,Tropical North Queensland,NSW,8,0,100,8
Riverina,Girraween National Park,Darling Downs,NSW,0,26,-100,-26
Riverina,Girringun National Park,Tropical North Queensland,NSW,5,11,-54.54545455,-6
Riverina,Gold Coast Hinterland Great Walk,Gold Coast,NSW,1,0,100,1
Riverina,Heathlands Resources Reserve,Tropical North Queensland,NSW,0,7,-100,-7
Riverina,"Hinchinbrook Island NP, Thorsborne Trail",Tropical North Queensland,NSW,3,0,100,3
Riverina,Homevale National Park,Mackay,NSW,4,0,100,4
Riverina,Idalia National Park,Outback,NSW,0,8,-100,-8
Riverina,Imbil State Forest,"Launceston, Tamar and the North",NSW,0,2,-100,-2
Riverina,Inskip Peninsula Recreation Area,Sunshine Coast,NSW,345,355,-2.816901408,-10
Riverina,Isla Gorge National Park,Central Queensland,NSW,10,0,100,10
Riverina,Jardine River National Park,Tropical North Queensland,NSW,20,56,-64.28571429,-36
Riverina,K'gari (Fraser Island) Great Walk,Fraser Coast,NSW,26,0,100,26
Riverina,K'gari (Fraser Island) Recreation Area,Fraser Coast,NSW,747,"1,326",-43.66515837,-579
Riverina,Kalpowar State Forest,Bundaberg,NSW,2,12,-83.33333333,-10
Riverina,Keppel Bay Islands National Park,Central Queensland,NSW,0,28,-100,-28
Riverina,Koombooloomba National Park and Conservation Park,Tropical North Queensland,NSW,0,4,-100,-4
Riverina,Kutini-Payamu (Iron Range) National Park (CYPAL),Tropical North Queensland,NSW,70,54,29.62962963,16
Riverina,Lizard Island National Park,Tropical North Queensland,NSW,8,0,100,8
Riverina,Lochern National Park,Outback,NSW,12,0,100,12
Riverina,Main Range National Park,Brisbane,NSW,0,10,-100,-10
Riverina,Mount Barney National Park,Gold Coast,NSW,0,9,-100,-9
Riverina,Munga-Thirri National Park,Outback,NSW,0,8,-100,-8
Riverina,Nuga Nuga National Park,Central Queensland,NSW,2,3,-33.33333333,-1
Riverina,Oyala Thumotang National Park (CYPAL),Tropical North Queensland,NSW,2,6,-66.66666667,-4
Riverina,Paluma Range National Park,Townsville,NSW,42,6,600,36
Riverina,Porcupine Gorge National Park,Outback,NSW,10,89,-88.76404494,-79
Riverina,Rinyirru (Lakefield) National Park (CYPAL),Tropical North Queensland,NSW,42,23,82.60869565,19
Riverina,Russell River National Park,Tropical North Queensland,NSW,1,0,100,1
Riverina,Springbrook National Park,Gold Coast,NSW,27,2,1250,25
Riverina,Tolderodden Conservation Park,Bundaberg,NSW,0,4,-100,-4
Riverina,Tuan State Forest,Fraser Coast,NSW,0,14,-100,-14
Riverina,Tully Gorge National Park,Tropical North Queensland,NSW,0,4,-100,-4
Riverina,White Mountains National Park,Townsville,NSW,4,0,100,4
Riverina,Whitsunday Islands National Park,Whitsundays,NSW,12,17,-29.41176471,-5
Riverina,Wongi State Forest,Fraser Coast,NSW,5,0,100,5
Riverina,Wooroonooran National Park,Tropical North Queensland,NSW,2,13,-84.61538462,-11
Riverland,Abergowrie State Forest,Townsville,SA,1,0,100,1
Riverland,Amamoor State Forest and Forest Reserve,Sunshine Coast,SA,14,7,100,7
Riverland,Auburn River National Park,Bundaberg,SA,5,0,100,5
Riverland,Beerburrum and Beerwah State Forests,Sunshine Coast,SA,14,22,-36.36363636,-8
Riverland,Benarkin State Forest,Darling Downs,SA,2,2,0,0
Riverland,Blackbraes National Park,Tropical North Queensland,SA,1,8,-87.5,-7
Riverland,Blackdown Tableland National Park,Central Queensland,SA,4,6,-33.33333333,-2
Riverland,Boodjamulla (Lawn Hill) National Park,Tropical North Queensland,SA,0,24,-100,-24
Riverland,Bowling Green Bay National Park,Townsville,SA,0,5,-100,-5
Riverland,Bribie Island Recreation Area,Brisbane,SA,4,0,100,4
Riverland,Bunya Mountains National Park,Darling Downs,SA,15,19,-21.05263158,-4
Riverland,Burrum Coast National Park,Fraser Coast,SA,0,4,-100,-4
Riverland,Byfield State Forest,Central Queensland,SA,19,6,216.6666667,13
Riverland,Cape Hillsborough National Park,Mackay,SA,3,7,-57.14285714,-4
Riverland,Carnarvon National Park,Central Queensland,SA,4,2,100,2
Riverland,Conondale National Park,Sunshine Coast,SA,4,0,100,4
Riverland,Cooloola Recreation Area,Sunshine Coast,SA,4,33,-87.87878788,-29
Riverland,Crediton State Forest,Mackay,SA,0,15,-100,-15
Riverland,Crows Nest National Park,Darling Downs,SA,0,10,-100,-10
Riverland,Currawinya National Park,Outback,SA,8,8,0,0
Riverland,D'Aguilar National Park,Brisbane,SA,6,0,100,6
Riverland,Daintree National Park,Tropical North Queensland,SA,0,7,-100,-7
Riverland,Daintree National Park (CYPAL),Tropical North Queensland,SA,4,0,100,4
Riverland,Danbulla National Park,Tropical North Queensland,SA,39,28,39.28571429,11
Riverland,Deepwater National Park,Central Queensland,SA,2,4,-50,-2
Riverland,Diamantina National Park,Outback,SA,10,12,-16.66666667,-2
Riverland,Eungella National Park,Mackay,SA,4,10,-60,-6
Riverland,Eurimbula National Park,Central Queensland,SA,4,2,100,2
Riverland,Expedition National Park,Central Queensland,SA,2,0,100,2
Riverland,Girramay National Park,Tropical North Queensland,SA,20,14,42.85714286,6
Riverland,Girraween National Park,Darling Downs,SA,8,4,100,4
Riverland,Girringun National Park,Tropical North Queensland,SA,10,10,0,0
Riverland,Glen Rock State Forest,Brisbane,SA,0,2,-100,-2
Riverland,Heathlands Resources Reserve,Tropical North Queensland,SA,0,14,-100,-14
Riverland,Hell Hole Gorge National Park,Outback,SA,0,2,-100,-2
Riverland,Imbil State Forest,"Launceston, Tamar and the North",SA,7,11,-36.36363636,-4
Riverland,Inskip Peninsula Recreation Area,Sunshine Coast,SA,52,38,36.84210526,14
Riverland,Isla Gorge National Park,Central Queensland,SA,4,0,100,4
Riverland,Jardine River National Park,Tropical North Queensland,SA,3,32,-90.625,-29
Riverland,K'gari (Fraser Island) Great Walk,Fraser Coast,SA,2,0,100,2
Riverland,K'gari (Fraser Island) Recreation Area,Fraser Coast,SA,344,505,-31.88118812,-161
Riverland,Kroombit Tops National Park,Central Queensland,SA,2,2,0,0
Riverland,Kutini-Payamu (Iron Range) National Park (CYPAL),Tropical North Queensland,SA,48,22,118.1818182,26
Riverland,Lake Murphy Conservation Park,Central Queensland,SA,0,2,-100,-2
Riverland,Moogerah Peaks National Park,Brisbane,SA,2,5,-60,-3
Riverland,Mount Barney National Park,Gold Coast,SA,6,0,100,6
Riverland,Paluma Range National Park,Townsville,SA,30,15,100,15
Riverland,Porcupine Gorge National Park,Outback,SA,8,28,-71.42857143,-20
Riverland,Rinyirru (Lakefield) National Park (CYPAL),Tropical North Queensland,SA,4,16,-75,-12
Riverland,Russell River National Park,Tropical North Queensland,SA,2,0,100,2
Riverland,Springbrook National Park,Gold Coast,SA,2,4,-50,-2
Riverland,Sundown National Park,Darling Downs,SA,2,8,-75,-6
Riverland,Tolderodden Conservation Park,Bundaberg,SA,2,0,100,2
Riverland,Tully Gorge National Park,Tropical North Queensland,SA,2,0,100,2
Riverland,White Mountains National Park,Townsville,SA,4,12,-66.66666667,-8
Riverland,Wongi State Forest,Fraser Coast,SA,0,2,-100,-2
Riverland,Wooroonooran National Park,Tropical North Queensland,SA,5,3,66.66666667,2
Snowy Mountains,Amamoor State Forest and Forest Reserve,Sunshine Coast,NSW,0,8,-100,-8
Snowy Mountains,Auburn River National Park,Bundaberg,NSW,8,0,100,8
Snowy Mountains,Barakula State Forest,Darling Downs,NSW,4,0,100,4
Snowy Mountains,Beerburrum and Beerwah State Forests,Sunshine Coast,NSW,16,32,-50,-16
Snowy Mountains,Benarkin State Forest,Darling Downs,NSW,2,4,-50,-2
Snowy Mountains,Blackdown Tableland National Park,Central Queensland,NSW,8,42,-80.95238095,-34
Snowy Mountains,Bladensburg National Park,Outback,NSW,17,4,325,13
Snowy Mountains,Boodjamulla (Lawn Hill) National Park,Tropical North Queensland,NSW,0,8,-100,-8
Snowy Mountains,Bribie Island Recreation Area,Brisbane,NSW,37,16,131.25,21
Snowy Mountains,Brooyar State Forest,"Launceston, Tamar and the North",NSW,0,10,-100,-10
Snowy Mountains,Bunya Mountains National Park,Darling Downs,NSW,24,22,9.090909091,2
Snowy Mountains,Burrum Coast National Park,Fraser Coast,NSW,21,1,2000,20
Snowy Mountains,Byfield Conservation Park,Central Queensland,NSW,1,4,-75,-3
Snowy Mountains,Byfield State Forest,Central Queensland,NSW,14,14,0,0
Snowy Mountains,Cape Hillsborough National Park,Mackay,NSW,10,2,400,8
Snowy Mountains,Cape Melville National Park (CYPAL),Tropical North Queensland,NSW,0,38,-100,-38
Snowy Mountains,Cape Palmerston National Park,Mackay,NSW,8,2,300,6
Snowy Mountains,Capricornia Cays National Park,Central Queensland,NSW,0,102,-100,-102
Snowy Mountains,Carnarvon Great Walk,Central Queensland,NSW,10,0,100,10
Snowy Mountains,Carnarvon National Park,Central Queensland,NSW,27,14,92.85714286,13
Snowy Mountains,Conondale National Park,Sunshine Coast,NSW,3,0,100,3
Snowy Mountains,Cooloola Great Walk,Sunshine Coast,NSW,3,24,-87.5,-21
Snowy Mountains,Cooloola Recreation Area,Sunshine Coast,NSW,43,164,-73.7804878,-121
Snowy Mountains,Crows Nest National Park,Darling Downs,NSW,2,1,100,1
Snowy Mountains,Currawinya National Park,Outback,NSW,22,16,37.5,6
Snowy Mountains,D'Aguilar National Park,Brisbane,NSW,7,1,600,6
Snowy Mountains,Daintree National Park,Tropical North Queensland,NSW,0,10,-100,-10
Snowy Mountains,Daintree National Park (CYPAL),Tropical North Queensland,NSW,16,4,300,12
Snowy Mountains,Danbulla National Park,Tropical North Queensland,NSW,14,26,-46.15384615,-12
Snowy Mountains,Davies Creek National Park,Tropical North Queensland,NSW,2,6,-66.66666667,-4
Snowy Mountains,Deepwater National Park,Central Queensland,NSW,12,7,71.42857143,5
Snowy Mountains,Diamantina National Park,Outback,NSW,10,6,66.66666667,4
Snowy Mountains,Eungella National Park,Mackay,NSW,11,11,0,0
Snowy Mountains,Eurimbula National Park,Central Queensland,NSW,1,12,-91.66666667,-11
Snowy Mountains,Expedition National Park,Central Queensland,NSW,4,12,-66.66666667,-8
Snowy Mountains,Girramay National Park,Tropical North Queensland,NSW,5,4,25,1
Snowy Mountains,Girraween National Park,Darling Downs,NSW,47,7,571.4285714,40
Snowy Mountains,Girringun National Park,Tropical North Queensland,NSW,5,6,-16.66666667,-1
Snowy Mountains,Glen Rock State Forest,Brisbane,NSW,0,2,-100,-2
Snowy Mountains,Hell Hole Gorge National Park,Outback,NSW,4,8,-50,-4
Snowy Mountains,"Hinchinbrook Island NP, Thorsborne Trail",Tropical North Queensland,NSW,0,36,-100,-36
Snowy Mountains,Homevale National Park,Mackay,NSW,5,2,150,3
Snowy Mountains,Idalia National Park,Outback,NSW,2,6,-66.66666667,-4
Snowy Mountains,Imbil State Forest,"Launceston, Tamar and the North",NSW,2,10,-80,-8
Snowy Mountains,Inskip Peninsula Recreation Area,Sunshine Coast,NSW,183,115,59.13043478,68
Snowy Mountains,Jardine River National Park,Tropical North Queensland,NSW,12,15,-20,-3
Snowy Mountains,K'gari (Fraser Island) Great Walk,Fraser Coast,NSW,5,45,-88.88888889,-40
Snowy Mountains,K'gari (Fraser Island) Recreation Area,Fraser Coast,NSW,629,"1,215",-48.23045267,-586
Snowy Mountains,Kalpowar State Forest,Bundaberg,NSW,0,4,-100,-4
Snowy Mountains,Kroombit Tops National Park,Central Queensland,NSW,2,0,100,2
Snowy Mountains,Kutini-Payamu (Iron Range) National Park (CYPAL),Tropical North Queensland,NSW,39,17,129.4117647,22
Snowy Mountains,Lamington National Park,Gold Coast,NSW,3,0,100,3
Snowy Mountains,Main Range National Park,Brisbane,NSW,2,3,-33.33333333,-1
Snowy Mountains,Mariala National Park,Outback,NSW,3,0,100,3
Snowy Mountains,Molle Islands National Park,Whitsundays,NSW,0,1,-100,-1
Snowy Mountains,Moogerah Peaks National Park,Brisbane,NSW,0,6,-100,-6
Snowy Mountains,Nuga Nuga National Park,Central Queensland,NSW,4,0,100,4
Snowy Mountains,Oyala Thumotang National Park (CYPAL),Tropical North Queensland,NSW,3,0,100,3
Snowy Mountains,Palmer Goldfield Resources Reserve,Tropical North Queensland,NSW,2,0,100,2
Snowy Mountains,Paluma Range National Park,Townsville,NSW,15,33,-54.54545455,-18
Snowy Mountains,Porcupine Gorge National Park,Outback,NSW,16,24,-33.33333333,-8
Snowy Mountains,Rinyirru (Lakefield) National Park (CYPAL),Tropical North Queensland,NSW,36,44,-18.18181818,-8
Snowy Mountains,Speewah Conservation Park,Tropical North Queensland,NSW,0,2,-100,-2
Snowy Mountains,Springbrook National Park,Gold Coast,NSW,5,18,-72.22222222,-13
Snowy Mountains,Sundown National Park,Darling Downs,NSW,4,0,100,4
Snowy Mountains,Sunshine Coast Hinterland Great Walk,Sunshine Coast,NSW,0,6,-100,-6
Snowy Mountains,Tuan State Forest,Fraser Coast,NSW,7,0,100,7
Snowy Mountains,Tully Gorge National Park,Tropical North Queensland,NSW,10,4,150,6
Snowy Mountains,Welford National Park,Outback,NSW,20,8,150,12
Snowy Mountains,White Mountains National Park,Townsville,NSW,8,4,100,4
Snowy Mountains,Whitsunday Islands National Park,Whitsundays,NSW,2,21,-90.47619048,-19
Snowy Mountains,Wongi State Forest,Fraser Coast,NSW,3,8,-62.5,-5
Snowy Mountains,Wooroonooran National Park,Tropical North Queensland,NSW,14,4,250,10
South Coast,Abergowrie State Forest,Townsville,NSW,0,5,-100,-5
South Coast,Amamoor State Forest and Forest Reserve,Sunshine Coast,NSW,36,62,-41.93548387,-26
South Coast,Auburn River National Park,Bundaberg,NSW,14,8,75,6
South Coast,Baldy Mountain Forest Reserve,Tropical North Queensland,NSW,0,2,-100,-2
South Coast,Beerburrum and Beerwah State Forests,Sunshine Coast,NSW,170,164,3.658536585,6
South Coast,Benarkin State Forest,Darling Downs,NSW,2,4,-50,-2
South Coast,Blackbraes National Park,Tropical North Queensland,NSW,5,12,-58.33333333,-7
South Coast,Blackdown Tableland National Park,Central Queensland,NSW,42,62,-32.25806452,-20
South Coast,Bladensburg National Park,Outback,NSW,14,44,-68.18181818,-30
South Coast,Boodjamulla (Lawn Hill) National Park,Tropical North Queensland,NSW,0,158,-100,-158
South Coast,Bowling Green Bay National Park,Townsville,NSW,1,2,-50,-1
South Coast,Bribie Island Recreation Area,Brisbane,NSW,87,88,-1.136363636,-1
South Coast,Broad Sound Islands National Park,Central Queensland,NSW,9,3,200,6
South Coast,Brooyar State Forest,"Launceston, Tamar and the North",NSW,30,6,400,24
South Coast,Bulburin National Park,Central Queensland,NSW,0,2,-100,-2
South Coast,Bunya Mountains National Park,Darling Downs,NSW,94,82,14.63414634,12
South Coast,Burrum Coast National Park,Fraser Coast,NSW,130,54,140.7407407,76
South Coast,Byfield Conservation Park,Central Queensland,NSW,11,35,-68.57142857,-24
South Coast,Byfield National Park,Central Queensland,NSW,7,3,133.3333333,4
South Coast,Byfield State Forest,Central Queensland,NSW,86,96,-10.41666667,-10
South Coast,Canyon Resources Reserve,Tropical North Queensland,NSW,0,1,-100,-1
South Coast,Cape Hillsborough National Park,Mackay,NSW,4,74,-94.59459459,-70
South Coast,Cape Melville National Park (CYPAL),Tropical North Queensland,NSW,25,0,100,25
South Coast,Cape Palmerston National Park,Mackay,NSW,26,19,36.84210526,7
South Coast,Capricornia Cays National Park,Central Queensland,NSW,60,146,-58.90410959,-86
South Coast,Carnarvon Great Walk,Central Queensland,NSW,18,20,-10,-2
South Coast,Carnarvon National Park,Central Queensland,NSW,52,69,-24.63768116,-17
South Coast,Cathu State Forest,Mackay,NSW,1,1,0,0
South Coast,Charon Point Conservation Park,Central Queensland,NSW,0,4,-100,-4
South Coast,Conondale National Park,Sunshine Coast,NSW,102,28,264.2857143,74
South Coast,Conway National Park,Whitsundays,NSW,0,4,-100,-4
South Coast,Cooloola Great Walk,Sunshine Coast,NSW,4,20,-80,-16
South Coast,Cooloola Recreation Area,Sunshine Coast,NSW,234,480,-51.25,-246
South Coast,Crediton State Forest,Mackay,NSW,7,10,-30,-3
South Coast,Crows Nest National Park,Darling Downs,NSW,7,23,-69.56521739,-16
South Coast,Culgoa Floodplain National Park,Outback,NSW,2,0,100,2
South Coast,Currawinya National Park,Outback,NSW,77,67,14.92537313,10
South Coast,Curtis Island National Park and Conservation Park,Central Queensland,NSW,30,0,100,30
South Coast,D'Aguilar National Park,Brisbane,NSW,11,8,37.5,3
South Coast,Daintree National Park,Tropical North Queensland,NSW,0,129,-100,-129
South Coast,Daintree National Park (CYPAL),Tropical North Queensland,NSW,53,2,2550,51
South Coast,Dalrymple National Park,Townsville,NSW,0,8,-100,-8
South Coast,Danbulla National Park,Tropical North Queensland,NSW,192,220,-12.72727273,-28
South Coast,Davies Creek National Park,Tropical North Queensland,NSW,31,8,287.5,23
South Coast,Deepwater National Park,Central Queensland,NSW,36,70,-48.57142857,-34
South Coast,Diamantina National Park,Outback,NSW,28,6,366.6666667,22
South Coast,Dinden National Park,Tropical North Queensland,NSW,49,3,1533.333333,46
South Coast,Eungella National Park,Mackay,NSW,44,64,-31.25,-20
South Coast,Eurimbula National Park,Central Queensland,NSW,42,61,-31.14754098,-19
South Coast,Expedition National Park,Central Queensland,NSW,8,10,-20,-2
South Coast,Family Islands National Park,Tropical North Queensland,NSW,0,6,-100,-6
South Coast,Frankland Group National Park,Tropical North Queensland,NSW,0,2,-100,-2
South Coast,Girramay National Park,Tropical North Queensland,NSW,82,105,-21.9047619,-23
South Coast,Girraween National Park,Darling Downs,NSW,131,127,3.149606299,4
South Coast,Girringun National Park,Tropical North Queensland,NSW,33,68,-51.47058824,-35
South Coast,Glen Rock State Forest,Brisbane,NSW,0,4,-100,-4
South Coast,Gloucester Islands National Park,Whitsundays,NSW,10,6,66.66666667,4
South Coast,Gold Coast Hinterland Great Walk,Gold Coast,NSW,2,0,100,2
South Coast,Goold Island National Park,Tropical North Queensland,NSW,0,2,-100,-2
South Coast,Heathlands Resources Reserve,Tropical North Queensland,NSW,7,44,-84.09090909,-37
South Coast,Hell Hole Gorge National Park,Outback,NSW,2,0,100,2
South Coast,Hinchinbrook Island National Park,Tropical North Queensland,NSW,0,38,-100,-38
South Coast,"Hinchinbrook Island NP, Thorsborne Trail",Tropical North Queensland,NSW,49,129,-62.01550388,-80
South Coast,Idalia National Park,Outback,NSW,14,6,133.3333333,8
South Coast,Imbil State Forest,"Launceston, Tamar and the North",NSW,48,39,23.07692308,9
South Coast,Inskip Peninsula Recreation Area,Sunshine Coast,NSW,716,849,-15.66548881,-133
South Coast,Isla Gorge National Park,Central Queensland,NSW,32,38,-15.78947368,-6
South Coast,Jardine River National Park,Tropical North Queensland,NSW,72,319,-77.42946708,-247
South Coast,Jimna State Forest,"Launceston, Tamar and the North",NSW,6,7,-14.28571429,-1
South Coast,K'gari (Fraser Island) Great Walk,Fraser Coast,NSW,17,40,-57.5,-23
South Coast,K'gari (Fraser Island) Recreation Area,Fraser Coast,NSW,"4,429","6,669",-33.58824411,-2240
South Coast,Kalpowar State Forest,Bundaberg,NSW,6,0,100,6
South Coast,Keppel Bay Islands National Park,Central Queensland,NSW,30,78,-61.53846154,-48
South Coast,Koombooloomba National Park and Conservation Park,Tropical North Queensland,NSW,3,8,-62.5,-5
South Coast,Kroombit Tops National Park,Central Queensland,NSW,4,1,300,3
South Coast,Kutini-Payamu (Iron Range) National Park (CYPAL),Tropical North Queensland,NSW,176,235,-25.10638298,-59
South Coast,Lake Murphy Conservation Park,Central Queensland,NSW,12,2,500,10
South Coast,Lindeman Islands National Park,Mackay,NSW,6,15,-60,-9
South Coast,Lochern National Park,Outback,NSW,0,2,-100,-2
South Coast,Main Range National Park,Brisbane,NSW,7,23,-69.56521739,-16
South Coast,Mia Mia State Forest,Mackay,NSW,1,0,100,1
South Coast,Molle Islands National Park,Whitsundays,NSW,6,4,50,2
South Coast,Moogerah Peaks National Park,Brisbane,NSW,56,98,-42.85714286,-42
South Coast,Moorrinya National Park,Outback,NSW,2,5,-60,-3
South Coast,Mount Barney National Park,Gold Coast,NSW,0,2,-100,-2
South Coast,Mouth of Baffle Creek Conservation Park,Central Queensland,NSW,0,4,-100,-4
South Coast,Munga-Thirri National Park,Outback,NSW,7,60,-88.33333333,-53
South Coast,Northumberland Islands National Park,Mackay,NSW,0,3,-100,-3
South Coast,Nuga Nuga National Park,Central Queensland,NSW,13,6,116.6666667,7
South Coast,Oyala Thumotang National Park (CYPAL),Tropical North Queensland,NSW,11,20,-45,-9
South Coast,Palmer Goldfield Resources Reserve,Tropical North Queensland,NSW,4,2,100,2
South Coast,Paluma Range National Park,Townsville,NSW,216,257,-15.95330739,-41
South Coast,Porcupine Gorge National Park,Outback,NSW,138,231,-40.25974026,-93
South Coast,Rinyirru (Lakefield) National Park (CYPAL),Tropical North Queensland,NSW,142,186,-23.65591398,-44
South Coast,Russell River National Park,Tropical North Queensland,NSW,9,8,12.5,1
South Coast,Smith Islands National Park,Mackay,NSW,4,9,-55.55555556,-5
South Coast,South Cumberland Islands National Park,Mackay,NSW,10,18,-44.44444444,-8
South Coast,Speewah Conservation Park,Tropical North Queensland,NSW,5,41,-87.80487805,-36
South Coast,Springbrook National Park,Gold Coast,NSW,113,96,17.70833333,17
South Coast,Sundown National Park,Darling Downs,NSW,14,13,7.692307692,1
South Coast,Sunshine Coast Hinterland Great Walk,Sunshine Coast,NSW,12,2,500,10
South Coast,Tolderodden Conservation Park,Bundaberg,NSW,4,0,100,4
South Coast,Tuan State Forest,Fraser Coast,NSW,77,82,-6.097560976,-5
South Coast,Tully Gorge National Park,Tropical North Queensland,NSW,18,15,20,3
South Coast,Welford National Park,Outback,NSW,8,4,100,4
South Coast,Wet Tropics Great Walk,Tropical North Queensland,NSW,0,6,-100,-6
South Coast,White Mountains National Park,Townsville,NSW,4,7,-42.85714286,-3
South Coast,Whitsunday Islands National Park,Whitsundays,NSW,64,199,-67.83919598,-135
South Coast,Wongi State Forest,Fraser Coast,NSW,13,16,-18.75,-3
South Coast,Wooroonooran National Park,Tropical North Queensland,NSW,60,83,-27.71084337,-23
South Coast,"Wooroonooran NP, Bartle Frere trail",Tropical North Queensland,NSW,1,0,100,1
Spa Country,Bunya Mountains National Park,Darling Downs,VIC,2,0,100,2
Spa Country,Daintree National Park (CYPAL),Tropical North Queensland,VIC,4,0,100,4
Spa Country,Danbulla National Park,Tropical North Queensland,VIC,4,0,100,4
Spa Country,Eungella National Park,Mackay,VIC,0,4,-100,-4
Spa Country,Girraween National Park,Darling Downs,VIC,12,0,100,12
Spa Country,Inskip Peninsula Recreation Area,Sunshine Coast,VIC,1,2,-50,-1
Spa Country,Jardine River National Park,Tropical North Queensland,VIC,4,0,100,4
Spa Country,K'gari (Fraser Island) Recreation Area,Fraser Coast,VIC,35,0,100,35
Spa Country,Main Range National Park,Brisbane,VIC,4,0,100,4
Spa Country,Mount Barney National Park,Gold Coast,VIC,1,0,100,1
Sunshine Coast,Abergowrie State Forest,Townsville,QLD,71,83,-14.45783133,-12
Sunshine Coast,Amamoor State Forest and Forest Reserve,Sunshine Coast,QLD,"5,674","6,864",-17.33682984,-1190
Sunshine Coast,Auburn River National Park,Bundaberg,QLD,223,166,34.3373494,57
Sunshine Coast,Baldy Mountain Forest Reserve,Tropical North Queensland,QLD,0,6,-100,-6
Sunshine Coast,Barakula State Forest,Darling Downs,QLD,28,19,47.36842105,9
Sunshine Coast,Barnard Island Group National Park,Tropical North Queensland,QLD,11,4,175,7
Sunshine Coast,Beerburrum and Beerwah State Forests,Sunshine Coast,QLD,"1,198","1,259",-4.845115171,-61
Sunshine Coast,Benarkin State Forest,Darling Downs,QLD,422,407,3.685503686,15
