Base.Device Id,Base.Adjusted Dt,Base.Lat,Base.Long,normalized_timestamp
CAIRNS-TOWNSVILLE,03-01-2007 01:00,-19.25,146.8,0.04
CANBERRA-MELBOURNE,03-01-2007 00:00,-35.2819,149.1289,0
CANBERRA-MELBOURNE,03-01-2007 01:00,-37.8142,144.9632,0.04
CANBERRA-SYDNEY,03-01-2007 00:00,-35.2819,149.1289,0
CANBERRA-SYDNEY,03-01-2007 01:00,-33.868,151.21,0.04
COFFS HARBOUR-SYDNEY,03-01-2007 00:00,-30.2962,153.1135,0
COFFS HARBOUR-SYDNEY,03-01-2007 01:00,-33.868,151.21,0.04
DARWIN-MELBOURNE,03-01-2007 00:00,-12.461,130.841,0
DARWIN-MELBOURNE,03-01-2007 01:00,-37.8142,144.9632,0.04
DARWIN-SYDNEY,03-01-2007 00:00,-12.461,130.841,0
DARWIN-SYDNEY,03-01-2007 01:00,-33.868,151.21,0.04
DEVONPORT-MELBOURNE,03-01-2007 00:00,-41.1798,146.3613,0
DEVONPORT-MELBOURNE,03-01-2007 01:00,-37.8142,144.9632,0.04
DUBBO-SYDNEY,03-01-2007 00:00,-32.2479,148.6027,0
DUBBO-SYDNEY,03-01-2007 01:00,-33.868,151.21,0.04
GOLD COAST-SYDNEY,03-01-2007 00:00,-28.0001,153.431,0
GOLD COAST-SYDNEY,03-01-2007 01:00,-33.868,151.21,0.04
HERVEY BAY-SYDNEY,03-01-2007 00:00,-25.2986,152.8535,0
HERVEY BAY-SYDNEY,03-01-2007 01:00,-33.868,151.21,0.04
HOBART-MELBOURNE,03-01-2007 00:00,-42.8825,147.3281,0
HOBART-MELBOURNE,03-01-2007 01:00,-37.8142,144.9632,0.04
HOBART-SYDNEY,03-01-2007 00:00,-42.8825,147.3281,0
HOBART-SYDNEY,03-01-2007 01:00,-33.868,151.21,0.04
KALGOORLIE-PERTH,03-01-2007 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,03-01-2007 01:00,-31.9527,115.8605,0.04
KARRATHA-PERTH,03-01-2007 00:00,-20.737,116.8479,0
KARRATHA-PERTH,03-01-2007 01:00,-31.9527,115.8605,0.04
LAUNCESTON-MELBOURNE,03-01-2007 00:00,-41.4341,147.1373,0
LAUNCESTON-MELBOURNE,03-01-2007 01:00,-37.8142,144.9632,0.04
LAUNCESTON-SYDNEY,03-01-2007 00:00,-41.4341,147.1373,0
LAUNCESTON-SYDNEY,03-01-2007 01:00,-33.868,151.21,0.04
MELBOURNE-BURNIE,03-01-2007 00:00,-37.8142,144.9632,0
MELBOURNE-BURNIE,03-01-2007 01:00,-41.0558,145.9037,0.04
MELBOURNE-GOLD COAST,03-01-2007 00:00,-37.8142,144.9632,0
MELBOURNE-GOLD COAST,03-01-2007 01:00,-28.0001,153.431,0.04
MELBOURNE-MILDURA,03-01-2007 00:00,-37.8142,144.9632,0
MELBOURNE-MILDURA,03-01-2007 01:00,-34.206841,142.13649,0.04
MELBOURNE-NEWCASTLE,03-01-2007 00:00,-37.8142,144.9632,0
MELBOURNE-NEWCASTLE,03-01-2007 01:00,-32.9273,151.7813,0.04
MELBOURNE-PERTH,03-01-2007 00:00,-37.8142,144.9632,0
MELBOURNE-PERTH,03-01-2007 01:00,-31.9527,115.8605,0.04
MELBOURNE-SYDNEY,03-01-2007 00:00,-37.8142,144.9632,0
MELBOURNE-SYDNEY,03-01-2007 01:00,-33.868,151.21,0.04
PERTH-PORT HEDLAND,03-01-2007 00:00,-31.9527,115.8605,0
PERTH-PORT HEDLAND,03-01-2007 01:00,-20.3112,118.5801,0.04
PERTH-SYDNEY,03-01-2007 00:00,-31.9527,115.8605,0
PERTH-SYDNEY,03-01-2007 01:00,-33.868,151.21,0.04
SUNSHINE COAST-MELBOURNE,03-01-2007 00:00,-26.6524,153.0882,0
SUNSHINE COAST-MELBOURNE,03-01-2007 01:00,-37.8142,144.9632,0.04
SUNSHINE COAST-SYDNEY,03-01-2007 00:00,-26.6524,153.0882,0
SUNSHINE COAST-SYDNEY,03-01-2007 01:00,-33.868,151.21,0.04
SYDNEY-TOWNSVILLE,03-01-2007 00:00,-33.868,151.21,0
SYDNEY-TOWNSVILLE,03-01-2007 01:00,-19.25,146.8,0.04
SYDNEY-WAGGA WAGGA,03-01-2007 00:00,-33.868,151.21,0
SYDNEY-WAGGA WAGGA,03-01-2007 01:00,-35.115,147.3678,0.04
ADELAIDE-ALICE SPRINGS,04-01-2007 00:00,-34.9329,138.5998,0
ADELAIDE-ALICE SPRINGS,04-01-2007 01:00,-23.6984,133.8813,0.04
ADELAIDE-BRISBANE,04-01-2007 00:00,-34.9329,138.5998,0
ADELAIDE-BRISBANE,04-01-2007 01:00,-27.469,153.0235,0.04
ADELAIDE-CANBERRA,04-01-2007 00:00,-34.9329,138.5998,0
ADELAIDE-CANBERRA,04-01-2007 01:00,-35.2819,149.1289,0.04
ADELAIDE-GOLD COAST,04-01-2007 00:00,-34.9329,138.5998,0
ADELAIDE-GOLD COAST,04-01-2007 01:00,-28.0001,153.431,0.04
ADELAIDE-MELBOURNE,04-01-2007 00:00,-34.9329,138.5998,0
ADELAIDE-MELBOURNE,04-01-2007 01:00,-37.8142,144.9632,0.04
ADELAIDE-PERTH,04-01-2007 00:00,-34.9329,138.5998,0
ADELAIDE-PERTH,04-01-2007 01:00,-31.9527,115.8605,0.04
ADELAIDE-PORT LINCOLN,04-01-2007 00:00,-34.9329,138.5998,0
ADELAIDE-PORT LINCOLN,04-01-2007 01:00,-34.7212,135.8592,0.04
ADELAIDE-SYDNEY,04-01-2007 00:00,-34.9329,138.5998,0
ADELAIDE-SYDNEY,04-01-2007 01:00,-33.868,151.21,0.04
ALBURY-SYDNEY,04-01-2007 00:00,-36.0805,146.9163,0
ALBURY-SYDNEY,04-01-2007 01:00,-33.868,151.21,0.04
ALICE SPRINGS-SYDNEY,04-01-2007 00:00,-23.6984,133.8813,0
ALICE SPRINGS-SYDNEY,04-01-2007 01:00,-33.868,151.21,0.04
BALLINA-SYDNEY,04-01-2007 00:00,-28.8635,153.562,0
BALLINA-SYDNEY,04-01-2007 01:00,-33.868,151.21,0.04
BRISBANE-CAIRNS,04-01-2007 00:00,-27.469,153.0235,0
BRISBANE-CAIRNS,04-01-2007 01:00,-16.9205,145.7719,0.04
BRISBANE-CANBERRA,04-01-2007 00:00,-27.469,153.0235,0
BRISBANE-CANBERRA,04-01-2007 01:00,-35.2819,149.1289,0.04
BRISBANE-DARWIN,04-01-2007 00:00,-27.469,153.0235,0
BRISBANE-DARWIN,04-01-2007 01:00,-12.461,130.841,0.04
BRISBANE-HAMILTON ISLAND,04-01-2007 00:00,-27.469,153.0235,0
BRISBANE-HAMILTON ISLAND,04-01-2007 01:00,-20.35,148.95,0.04
BRISBANE-HOBART,04-01-2007 00:00,-27.469,153.0235,0
BRISBANE-HOBART,04-01-2007 01:00,-42.8825,147.3281,0.04
BRISBANE-MACKAY,04-01-2007 00:00,-27.469,153.0235,0
BRISBANE-MACKAY,04-01-2007 01:00,-21.142,149.1865,0.04
BRISBANE-MELBOURNE,04-01-2007 00:00,-27.469,153.0235,0
BRISBANE-MELBOURNE,04-01-2007 01:00,-37.8142,144.9632,0.04
BRISBANE-NEWCASTLE,04-01-2007 00:00,-27.469,153.0235,0
BRISBANE-NEWCASTLE,04-01-2007 01:00,-32.9273,151.7813,0.04
BRISBANE-PERTH,04-01-2007 00:00,-27.469,153.0235,0
BRISBANE-PERTH,04-01-2007 01:00,-31.9527,115.8605,0.04
BRISBANE-PROSERPINE,04-01-2007 00:00,-27.469,153.0235,0
BRISBANE-PROSERPINE,04-01-2007 01:00,-20.4015,148.5816,0.04
BRISBANE-ROCKHAMPTON,04-01-2007 00:00,-27.469,153.0235,0
BRISBANE-ROCKHAMPTON,04-01-2007 01:00,-23.3783,150.5134,0.04
BRISBANE-SYDNEY,04-01-2007 00:00,-27.469,153.0235,0
BRISBANE-SYDNEY,04-01-2007 01:00,-33.868,151.21,0.04
BRISBANE-TOWNSVILLE,04-01-2007 00:00,-27.469,153.0235,0
BRISBANE-TOWNSVILLE,04-01-2007 01:00,-19.25,146.8,0.04
BROOME-PERTH,04-01-2007 00:00,-17.9567,122.224,0
BROOME-PERTH,04-01-2007 01:00,-31.9527,115.8605,0.04
CAIRNS-MELBOURNE,04-01-2007 00:00,-16.9205,145.7719,0
CAIRNS-MELBOURNE,04-01-2007 01:00,-37.8142,144.9632,0.04
CAIRNS-SYDNEY,04-01-2007 00:00,-16.9205,145.7719,0
CAIRNS-SYDNEY,04-01-2007 01:00,-33.868,151.21,0.04
CAIRNS-TOWNSVILLE,04-01-2007 00:00,-16.9205,145.7719,0
CAIRNS-TOWNSVILLE,04-01-2007 01:00,-19.25,146.8,0.04
CANBERRA-MELBOURNE,04-01-2007 00:00,-35.2819,149.1289,0
CANBERRA-MELBOURNE,04-01-2007 01:00,-37.8142,144.9632,0.04
CANBERRA-SYDNEY,04-01-2007 00:00,-35.2819,149.1289,0
CANBERRA-SYDNEY,04-01-2007 01:00,-33.868,151.21,0.04
COFFS HARBOUR-SYDNEY,04-01-2007 00:00,-30.2962,153.1135,0
COFFS HARBOUR-SYDNEY,04-01-2007 01:00,-33.868,151.21,0.04
DARWIN-MELBOURNE,04-01-2007 00:00,-12.461,130.841,0
DARWIN-MELBOURNE,04-01-2007 01:00,-37.8142,144.9632,0.04
DARWIN-SYDNEY,04-01-2007 00:00,-12.461,130.841,0
DARWIN-SYDNEY,04-01-2007 01:00,-33.868,151.21,0.04
DEVONPORT-MELBOURNE,04-01-2007 00:00,-41.1798,146.3613,0
DEVONPORT-MELBOURNE,04-01-2007 01:00,-37.8142,144.9632,0.04
DUBBO-SYDNEY,04-01-2007 00:00,-32.2479,148.6027,0
DUBBO-SYDNEY,04-01-2007 01:00,-33.868,151.21,0.04
GOLD COAST-SYDNEY,04-01-2007 00:00,-28.0001,153.431,0
GOLD COAST-SYDNEY,04-01-2007 01:00,-33.868,151.21,0.04
HERVEY BAY-SYDNEY,04-01-2007 00:00,-25.2986,152.8535,0
HERVEY BAY-SYDNEY,04-01-2007 01:00,-33.868,151.21,0.04
HOBART-MELBOURNE,04-01-2007 00:00,-42.8825,147.3281,0
HOBART-MELBOURNE,04-01-2007 01:00,-37.8142,144.9632,0.04
HOBART-SYDNEY,04-01-2007 00:00,-42.8825,147.3281,0
HOBART-SYDNEY,04-01-2007 01:00,-33.868,151.21,0.04
KALGOORLIE-PERTH,04-01-2007 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,04-01-2007 01:00,-31.9527,115.8605,0.04
KARRATHA-PERTH,04-01-2007 00:00,-20.737,116.8479,0
KARRATHA-PERTH,04-01-2007 01:00,-31.9527,115.8605,0.04
LAUNCESTON-MELBOURNE,04-01-2007 00:00,-41.4341,147.1373,0
LAUNCESTON-MELBOURNE,04-01-2007 01:00,-37.8142,144.9632,0.04
LAUNCESTON-SYDNEY,04-01-2007 00:00,-41.4341,147.1373,0
LAUNCESTON-SYDNEY,04-01-2007 01:00,-33.868,151.21,0.04
MELBOURNE-BURNIE,04-01-2007 00:00,-37.8142,144.9632,0
MELBOURNE-BURNIE,04-01-2007 01:00,-41.0558,145.9037,0.04
MELBOURNE-GOLD COAST,04-01-2007 00:00,-37.8142,144.9632,0
MELBOURNE-GOLD COAST,04-01-2007 01:00,-28.0001,153.431,0.04
MELBOURNE-MILDURA,04-01-2007 00:00,-37.8142,144.9632,0
MELBOURNE-MILDURA,04-01-2007 01:00,-34.206841,142.13649,0.04
MELBOURNE-NEWCASTLE,04-01-2007 00:00,-37.8142,144.9632,0
MELBOURNE-NEWCASTLE,04-01-2007 01:00,-32.9273,151.7813,0.04
MELBOURNE-PERTH,04-01-2007 00:00,-37.8142,144.9632,0
MELBOURNE-PERTH,04-01-2007 01:00,-31.9527,115.8605,0.04
MELBOURNE-SYDNEY,04-01-2007 00:00,-37.8142,144.9632,0
MELBOURNE-SYDNEY,04-01-2007 01:00,-33.868,151.21,0.04
PERTH-PORT HEDLAND,04-01-2007 00:00,-31.9527,115.8605,0
PERTH-PORT HEDLAND,04-01-2007 01:00,-20.3112,118.5801,0.04
PERTH-SYDNEY,04-01-2007 00:00,-31.9527,115.8605,0
PERTH-SYDNEY,04-01-2007 01:00,-33.868,151.21,0.04
SUNSHINE COAST-MELBOURNE,04-01-2007 00:00,-26.6524,153.0882,0
SUNSHINE COAST-MELBOURNE,04-01-2007 01:00,-37.8142,144.9632,0.04
SUNSHINE COAST-SYDNEY,04-01-2007 00:00,-26.6524,153.0882,0
SUNSHINE COAST-SYDNEY,04-01-2007 01:00,-33.868,151.21,0.04
SYDNEY-TOWNSVILLE,04-01-2007 00:00,-33.868,151.21,0
SYDNEY-TOWNSVILLE,04-01-2007 01:00,-19.25,146.8,0.04
SYDNEY-WAGGA WAGGA,04-01-2007 00:00,-33.868,151.21,0
SYDNEY-WAGGA WAGGA,04-01-2007 01:00,-35.115,147.3678,0.04
ADELAIDE-ALICE SPRINGS,05-01-2007 00:00,-34.9329,138.5998,0
ADELAIDE-ALICE SPRINGS,05-01-2007 01:00,-23.6984,133.8813,0.04
ADELAIDE-BRISBANE,05-01-2007 00:00,-34.9329,138.5998,0
ADELAIDE-BRISBANE,05-01-2007 01:00,-27.469,153.0235,0.04
ADELAIDE-CANBERRA,05-01-2007 00:00,-34.9329,138.5998,0
ADELAIDE-CANBERRA,05-01-2007 01:00,-35.2819,149.1289,0.04
ADELAIDE-GOLD COAST,05-01-2007 00:00,-34.9329,138.5998,0
ADELAIDE-GOLD COAST,05-01-2007 01:00,-28.0001,153.431,0.04
ADELAIDE-MELBOURNE,05-01-2007 00:00,-34.9329,138.5998,0
ADELAIDE-MELBOURNE,05-01-2007 01:00,-37.8142,144.9632,0.04
ADELAIDE-PERTH,05-01-2007 00:00,-34.9329,138.5998,0
ADELAIDE-PERTH,05-01-2007 01:00,-31.9527,115.8605,0.04
ADELAIDE-PORT LINCOLN,05-01-2007 00:00,-34.9329,138.5998,0
ADELAIDE-PORT LINCOLN,05-01-2007 01:00,-34.7212,135.8592,0.04
ADELAIDE-SYDNEY,05-01-2007 00:00,-34.9329,138.5998,0
ADELAIDE-SYDNEY,05-01-2007 01:00,-33.868,151.21,0.04
ALBURY-SYDNEY,05-01-2007 00:00,-36.0805,146.9163,0
ALBURY-SYDNEY,05-01-2007 01:00,-33.868,151.21,0.04
ALICE SPRINGS-SYDNEY,05-01-2007 00:00,-23.6984,133.8813,0
ALICE SPRINGS-SYDNEY,05-01-2007 01:00,-33.868,151.21,0.04
BALLINA-SYDNEY,05-01-2007 00:00,-28.8635,153.562,0
BALLINA-SYDNEY,05-01-2007 01:00,-33.868,151.21,0.04
BRISBANE-CAIRNS,05-01-2007 00:00,-27.469,153.0235,0
BRISBANE-CAIRNS,05-01-2007 01:00,-16.9205,145.7719,0.04
BRISBANE-CANBERRA,05-01-2007 00:00,-27.469,153.0235,0
BRISBANE-CANBERRA,05-01-2007 01:00,-35.2819,149.1289,0.04
BRISBANE-DARWIN,05-01-2007 00:00,-27.469,153.0235,0
BRISBANE-DARWIN,05-01-2007 01:00,-12.461,130.841,0.04
BRISBANE-HAMILTON ISLAND,05-01-2007 00:00,-27.469,153.0235,0
BRISBANE-HAMILTON ISLAND,05-01-2007 01:00,-20.35,148.95,0.04
BRISBANE-HOBART,05-01-2007 00:00,-27.469,153.0235,0
BRISBANE-HOBART,05-01-2007 01:00,-42.8825,147.3281,0.04
BRISBANE-MACKAY,05-01-2007 00:00,-27.469,153.0235,0
BRISBANE-MACKAY,05-01-2007 01:00,-21.142,149.1865,0.04
BRISBANE-MELBOURNE,05-01-2007 00:00,-27.469,153.0235,0
BRISBANE-MELBOURNE,05-01-2007 01:00,-37.8142,144.9632,0.04
BRISBANE-NEWCASTLE,05-01-2007 00:00,-27.469,153.0235,0
BRISBANE-NEWCASTLE,05-01-2007 01:00,-32.9273,151.7813,0.04
BRISBANE-PERTH,05-01-2007 00:00,-27.469,153.0235,0
BRISBANE-PERTH,05-01-2007 01:00,-31.9527,115.8605,0.04
BRISBANE-PROSERPINE,05-01-2007 00:00,-27.469,153.0235,0
BRISBANE-PROSERPINE,05-01-2007 01:00,-20.4015,148.5816,0.04
BRISBANE-ROCKHAMPTON,05-01-2007 00:00,-27.469,153.0235,0
BRISBANE-ROCKHAMPTON,05-01-2007 01:00,-23.3783,150.5134,0.04
BRISBANE-SYDNEY,05-01-2007 00:00,-27.469,153.0235,0
BRISBANE-SYDNEY,05-01-2007 01:00,-33.868,151.21,0.04
BRISBANE-TOWNSVILLE,05-01-2007 00:00,-27.469,153.0235,0
BRISBANE-TOWNSVILLE,05-01-2007 01:00,-19.25,146.8,0.04
BROOME-PERTH,05-01-2007 00:00,-17.9567,122.224,0
BROOME-PERTH,05-01-2007 01:00,-31.9527,115.8605,0.04
CAIRNS-MELBOURNE,05-01-2007 00:00,-16.9205,145.7719,0
CAIRNS-MELBOURNE,05-01-2007 01:00,-37.8142,144.9632,0.04
CAIRNS-SYDNEY,05-01-2007 00:00,-16.9205,145.7719,0
CAIRNS-SYDNEY,05-01-2007 01:00,-33.868,151.21,0.04
CAIRNS-TOWNSVILLE,05-01-2007 00:00,-16.9205,145.7719,0
CAIRNS-TOWNSVILLE,05-01-2007 01:00,-19.25,146.8,0.04
CANBERRA-MELBOURNE,05-01-2007 00:00,-35.2819,149.1289,0
CANBERRA-MELBOURNE,05-01-2007 01:00,-37.8142,144.9632,0.04
CANBERRA-SYDNEY,05-01-2007 00:00,-35.2819,149.1289,0
CANBERRA-SYDNEY,05-01-2007 01:00,-33.868,151.21,0.04
COFFS HARBOUR-SYDNEY,05-01-2007 00:00,-30.2962,153.1135,0
COFFS HARBOUR-SYDNEY,05-01-2007 01:00,-33.868,151.21,0.04
DARWIN-MELBOURNE,05-01-2007 00:00,-12.461,130.841,0
DARWIN-MELBOURNE,05-01-2007 01:00,-37.8142,144.9632,0.04
DARWIN-SYDNEY,05-01-2007 00:00,-12.461,130.841,0
DARWIN-SYDNEY,05-01-2007 01:00,-33.868,151.21,0.04
DEVONPORT-MELBOURNE,05-01-2007 00:00,-41.1798,146.3613,0
DEVONPORT-MELBOURNE,05-01-2007 01:00,-37.8142,144.9632,0.04
DUBBO-SYDNEY,05-01-2007 00:00,-32.2479,148.6027,0
DUBBO-SYDNEY,05-01-2007 01:00,-33.868,151.21,0.04
GOLD COAST-SYDNEY,05-01-2007 00:00,-28.0001,153.431,0
GOLD COAST-SYDNEY,05-01-2007 01:00,-33.868,151.21,0.04
HERVEY BAY-SYDNEY,05-01-2007 00:00,-25.2986,152.8535,0
HERVEY BAY-SYDNEY,05-01-2007 01:00,-33.868,151.21,0.04
HOBART-MELBOURNE,05-01-2007 00:00,-42.8825,147.3281,0
HOBART-MELBOURNE,05-01-2007 01:00,-37.8142,144.9632,0.04
HOBART-SYDNEY,05-01-2007 00:00,-42.8825,147.3281,0
HOBART-SYDNEY,05-01-2007 01:00,-33.868,151.21,0.04
KALGOORLIE-PERTH,05-01-2007 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,05-01-2007 01:00,-31.9527,115.8605,0.04
KARRATHA-PERTH,05-01-2007 00:00,-20.737,116.8479,0
KARRATHA-PERTH,05-01-2007 01:00,-31.9527,115.8605,0.04
LAUNCESTON-MELBOURNE,05-01-2007 00:00,-41.4341,147.1373,0
LAUNCESTON-MELBOURNE,05-01-2007 01:00,-37.8142,144.9632,0.04
LAUNCESTON-SYDNEY,05-01-2007 00:00,-41.4341,147.1373,0
LAUNCESTON-SYDNEY,05-01-2007 01:00,-33.868,151.21,0.04
MELBOURNE-BURNIE,05-01-2007 00:00,-37.8142,144.9632,0
MELBOURNE-BURNIE,05-01-2007 01:00,-41.0558,145.9037,0.04
MELBOURNE-GOLD COAST,05-01-2007 00:00,-37.8142,144.9632,0
MELBOURNE-GOLD COAST,05-01-2007 01:00,-28.0001,153.431,0.04
MELBOURNE-MILDURA,05-01-2007 00:00,-37.8142,144.9632,0
MELBOURNE-MILDURA,05-01-2007 01:00,-34.206841,142.13649,0.04
MELBOURNE-NEWCASTLE,05-01-2007 00:00,-37.8142,144.9632,0
MELBOURNE-NEWCASTLE,05-01-2007 01:00,-32.9273,151.7813,0.04
MELBOURNE-PERTH,05-01-2007 00:00,-37.8142,144.9632,0
MELBOURNE-PERTH,05-01-2007 01:00,-31.9527,115.8605,0.04
MELBOURNE-SYDNEY,05-01-2007 00:00,-37.8142,144.9632,0
MELBOURNE-SYDNEY,05-01-2007 01:00,-33.868,151.21,0.04
PERTH-PORT HEDLAND,05-01-2007 00:00,-31.9527,115.8605,0
PERTH-PORT HEDLAND,05-01-2007 01:00,-20.3112,118.5801,0.04
PERTH-SYDNEY,05-01-2007 00:00,-31.9527,115.8605,0
PERTH-SYDNEY,05-01-2007 01:00,-33.868,151.21,0.04
SUNSHINE COAST-MELBOURNE,05-01-2007 00:00,-26.6524,153.0882,0
SUNSHINE COAST-MELBOURNE,05-01-2007 01:00,-37.8142,144.9632,0.04
SUNSHINE COAST-SYDNEY,05-01-2007 00:00,-26.6524,153.0882,0
SUNSHINE COAST-SYDNEY,05-01-2007 01:00,-33.868,151.21,0.04
SYDNEY-TOWNSVILLE,05-01-2007 00:00,-33.868,151.21,0
SYDNEY-TOWNSVILLE,05-01-2007 01:00,-19.25,146.8,0.04
SYDNEY-WAGGA WAGGA,05-01-2007 00:00,-33.868,151.21,0
SYDNEY-WAGGA WAGGA,05-01-2007 01:00,-35.115,147.3678,0.04
ADELAIDE-ALICE SPRINGS,06-01-2007 00:00,-34.9329,138.5998,0
ADELAIDE-ALICE SPRINGS,06-01-2007 01:00,-23.6984,133.8813,0.04
ADELAIDE-BRISBANE,06-01-2007 00:00,-34.9329,138.5998,0
ADELAIDE-BRISBANE,06-01-2007 01:00,-27.469,153.0235,0.04
ADELAIDE-CANBERRA,06-01-2007 00:00,-34.9329,138.5998,0
ADELAIDE-CANBERRA,06-01-2007 01:00,-35.2819,149.1289,0.04
ADELAIDE-GOLD COAST,06-01-2007 00:00,-34.9329,138.5998,0
ADELAIDE-GOLD COAST,06-01-2007 01:00,-28.0001,153.431,0.04
ADELAIDE-MELBOURNE,06-01-2007 00:00,-34.9329,138.5998,0
ADELAIDE-MELBOURNE,06-01-2007 01:00,-37.8142,144.9632,0.04
ADELAIDE-PERTH,06-01-2007 00:00,-34.9329,138.5998,0
ADELAIDE-PERTH,06-01-2007 01:00,-31.9527,115.8605,0.04
ADELAIDE-PORT LINCOLN,06-01-2007 00:00,-34.9329,138.5998,0
ADELAIDE-PORT LINCOLN,06-01-2007 01:00,-34.7212,135.8592,0.04
ADELAIDE-SYDNEY,06-01-2007 00:00,-34.9329,138.5998,0
ADELAIDE-SYDNEY,06-01-2007 01:00,-33.868,151.21,0.04
ALBURY-SYDNEY,06-01-2007 00:00,-36.0805,146.9163,0
ALBURY-SYDNEY,06-01-2007 01:00,-33.868,151.21,0.04
ALICE SPRINGS-SYDNEY,06-01-2007 00:00,-23.6984,133.8813,0
ALICE SPRINGS-SYDNEY,06-01-2007 01:00,-33.868,151.21,0.04
BALLINA-SYDNEY,06-01-2007 00:00,-28.8635,153.562,0
BALLINA-SYDNEY,06-01-2007 01:00,-33.868,151.21,0.04
BRISBANE-CAIRNS,06-01-2007 00:00,-27.469,153.0235,0
BRISBANE-CAIRNS,06-01-2007 01:00,-16.9205,145.7719,0.04
BRISBANE-CANBERRA,06-01-2007 00:00,-27.469,153.0235,0
BRISBANE-CANBERRA,06-01-2007 01:00,-35.2819,149.1289,0.04
BRISBANE-DARWIN,06-01-2007 00:00,-27.469,153.0235,0
BRISBANE-DARWIN,06-01-2007 01:00,-12.461,130.841,0.04
BRISBANE-HAMILTON ISLAND,06-01-2007 00:00,-27.469,153.0235,0
BRISBANE-HAMILTON ISLAND,06-01-2007 01:00,-20.35,148.95,0.04
BRISBANE-HOBART,06-01-2007 00:00,-27.469,153.0235,0
BRISBANE-HOBART,06-01-2007 01:00,-42.8825,147.3281,0.04
BRISBANE-MACKAY,06-01-2007 00:00,-27.469,153.0235,0
BRISBANE-MACKAY,06-01-2007 01:00,-21.142,149.1865,0.04
BRISBANE-MELBOURNE,06-01-2007 00:00,-27.469,153.0235,0
BRISBANE-MELBOURNE,06-01-2007 01:00,-37.8142,144.9632,0.04
BRISBANE-NEWCASTLE,06-01-2007 00:00,-27.469,153.0235,0
BRISBANE-NEWCASTLE,06-01-2007 01:00,-32.9273,151.7813,0.04
BRISBANE-PERTH,06-01-2007 00:00,-27.469,153.0235,0
BRISBANE-PERTH,06-01-2007 01:00,-31.9527,115.8605,0.04
BRISBANE-PROSERPINE,06-01-2007 00:00,-27.469,153.0235,0
BRISBANE-PROSERPINE,06-01-2007 01:00,-20.4015,148.5816,0.04
BRISBANE-ROCKHAMPTON,06-01-2007 00:00,-27.469,153.0235,0
BRISBANE-ROCKHAMPTON,06-01-2007 01:00,-23.3783,150.5134,0.04
BRISBANE-SYDNEY,06-01-2007 00:00,-27.469,153.0235,0
BRISBANE-SYDNEY,06-01-2007 01:00,-33.868,151.21,0.04
BRISBANE-TOWNSVILLE,06-01-2007 00:00,-27.469,153.0235,0
BRISBANE-TOWNSVILLE,06-01-2007 01:00,-19.25,146.8,0.04
BROOME-PERTH,06-01-2007 00:00,-17.9567,122.224,0
BROOME-PERTH,06-01-2007 01:00,-31.9527,115.8605,0.04
CAIRNS-MELBOURNE,06-01-2007 00:00,-16.9205,145.7719,0
CAIRNS-MELBOURNE,06-01-2007 01:00,-37.8142,144.9632,0.04
CAIRNS-SYDNEY,06-01-2007 00:00,-16.9205,145.7719,0
CAIRNS-SYDNEY,06-01-2007 01:00,-33.868,151.21,0.04
CAIRNS-TOWNSVILLE,06-01-2007 00:00,-16.9205,145.7719,0
CAIRNS-TOWNSVILLE,06-01-2007 01:00,-19.25,146.8,0.04
CANBERRA-MELBOURNE,06-01-2007 00:00,-35.2819,149.1289,0
CANBERRA-MELBOURNE,06-01-2007 01:00,-37.8142,144.9632,0.04
CANBERRA-SYDNEY,06-01-2007 00:00,-35.2819,149.1289,0
CANBERRA-SYDNEY,06-01-2007 01:00,-33.868,151.21,0.04
COFFS HARBOUR-SYDNEY,06-01-2007 00:00,-30.2962,153.1135,0
COFFS HARBOUR-SYDNEY,06-01-2007 01:00,-33.868,151.21,0.04
DARWIN-MELBOURNE,06-01-2007 00:00,-12.461,130.841,0
DARWIN-MELBOURNE,06-01-2007 01:00,-37.8142,144.9632,0.04
DARWIN-SYDNEY,06-01-2007 00:00,-12.461,130.841,0
DARWIN-SYDNEY,06-01-2007 01:00,-33.868,151.21,0.04
DEVONPORT-MELBOURNE,06-01-2007 00:00,-41.1798,146.3613,0
DEVONPORT-MELBOURNE,06-01-2007 01:00,-37.8142,144.9632,0.04
DUBBO-SYDNEY,06-01-2007 00:00,-32.2479,148.6027,0
DUBBO-SYDNEY,06-01-2007 01:00,-33.868,151.21,0.04
GOLD COAST-SYDNEY,06-01-2007 00:00,-28.0001,153.431,0
GOLD COAST-SYDNEY,06-01-2007 01:00,-33.868,151.21,0.04
HERVEY BAY-SYDNEY,06-01-2007 00:00,-25.2986,152.8535,0
HERVEY BAY-SYDNEY,06-01-2007 01:00,-33.868,151.21,0.04
HOBART-MELBOURNE,06-01-2007 00:00,-42.8825,147.3281,0
HOBART-MELBOURNE,06-01-2007 01:00,-37.8142,144.9632,0.04
HOBART-SYDNEY,06-01-2007 00:00,-42.8825,147.3281,0
HOBART-SYDNEY,06-01-2007 01:00,-33.868,151.21,0.04
KALGOORLIE-PERTH,06-01-2007 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,06-01-2007 01:00,-31.9527,115.8605,0.04
