Month of Month of Booking Date,Park,Park_Tourism_Region,Tr_Name,Year of Month of Booking Date,Visitors,month_year
May,Total,Brisbane,Capital Country,2023,2,May-23
May,Total,Whitsundays,Canberra,2023,14,May-23
May,Total,Tropical North Queensland,Canberra,2023,137,May-23
May,Total,Townsville,Canberra,2023,8,May-23
May,Total,Sunshine Coast,Canberra,2023,57,May-23
May,Total,Outback,Canberra,2023,33,May-23
May,Total,Mackay,Canberra,2023,6,May-23
May,Total,"Launceston, Tamar and the North",Canberra,2023,6,May-23
May,Total,Gold Coast,Canberra,2023,4,May-23
May,Total,Fraser Coast,Canberra,2023,224,May-23
May,Total,Darling Downs,Canberra,2023,2,May-23
May,Total,Central Queensland,Canberra,2023,35,May-23
May,Total,Brisbane,Canberra,2023,64,May-23
May,Total,Tropical North Queensland,Bundaberg,2023,37,May-23
May,Total,Townsville,Bundaberg,2023,10,May-23
May,Total,Sunshine Coast,Bundaberg,2023,169,May-23
May,Total,Outback,Bundaberg,2023,33,May-23
May,Total,Mackay,Bundaberg,2023,28,May-23
May,Total,"Launceston, Tamar and the North",Bundaberg,2023,9,May-23
May,Total,Fraser Coast,Bundaberg,2023,490,May-23
May,Total,Darling Downs,Bundaberg,2023,128,May-23
May,Total,Central Queensland,Bundaberg,2023,517,May-23
May,Total,Bundaberg,Bundaberg,2023,20,May-23
May,Total,Brisbane,Bundaberg,2023,5,May-23
May,Total,Whitsundays,Brisbane,2023,140,May-23
May,Total,Tropical North Queensland,Brisbane,2023,1106,May-23
May,Total,Townsville,Brisbane,2023,121,May-23
May,Total,Sunshine Coast,Brisbane,2023,9457,May-23
May,Total,Queensland Country,Brisbane,2023,193,May-23
May,Total,Outback,Brisbane,2023,364,May-23
May,Total,Mackay,Brisbane,2023,325,May-23
May,Total,"Launceston, Tamar and the North",Brisbane,2023,1860,May-23
May,Total,Gold Coast,Brisbane,2023,519,May-23
May,Total,Fraser Coast,Brisbane,2023,7272,May-23
May,Total,Darling Downs,Brisbane,2023,2126,May-23
May,Total,Central Queensland,Brisbane,2023,1645,May-23
May,Total,Bundaberg,Brisbane,2023,48,May-23
May,Total,Brisbane,Brisbane,2023,4931,May-23
May,Total,Tropical North Queensland,Blue Mountains,2023,15,May-23
May,Total,Townsville,Blue Mountains,2023,12,May-23
May,Total,Sunshine Coast,Blue Mountains,2023,38,May-23
May,Total,Outback,Blue Mountains,2023,10,May-23
May,Total,Mackay,Blue Mountains,2023,2,May-23
May,Total,Gold Coast,Blue Mountains,2023,6,May-23
May,Total,Fraser Coast,Blue Mountains,2023,232,May-23
May,Total,Darling Downs,Blue Mountains,2023,10,May-23
May,Total,Central Queensland,Blue Mountains,2023,59,May-23
May,Total,Bundaberg,Blue Mountains,2023,21,May-23
May,Total,Brisbane,Blue Mountains,2023,20,May-23
May,Total,Tropical North Queensland,Bendigo Loddon,2023,10,May-23
May,Total,Sunshine Coast,Bendigo Loddon,2023,2,May-23
May,Total,Outback,Bendigo Loddon,2023,8,May-23
May,Total,Mackay,Bendigo Loddon,2023,10,May-23
May,Total,Fraser Coast,Bendigo Loddon,2023,26,May-23
May,Total,Central Queensland,Bendigo Loddon,2023,9,May-23
May,Total,Bundaberg,Bendigo Loddon,2023,2,May-23
May,Total,Tropical North Queensland,Barossa,2023,20,May-23
May,Total,Sunshine Coast,Barossa,2023,2,May-23
May,Total,Fraser Coast,Barossa,2023,2,May-23
May,Total,Brisbane,Barkly,2023,2,May-23
May,Total,Outback,Ballarat,2023,2,May-23
May,Total,Central Queensland,Ballarat,2023,4,May-23
May,Total,Tropical North Queensland,Australia's South West,2023,44,May-23
May,Total,Townsville,Australia's South West,2023,11,May-23
May,Total,Sunshine Coast,Australia's South West,2023,27,May-23
May,Total,Outback,Australia's South West,2023,3,May-23
May,Total,Mackay,Australia's South West,2023,9,May-23
May,Total,Gold Coast,Australia's South West,2023,2,May-23
May,Total,Fraser Coast,Australia's South West,2023,127,May-23
May,Total,Darling Downs,Australia's South West,2023,10,May-23
May,Total,Central Queensland,Australia's South West,2023,22,May-23
May,Total,Tropical North Queensland,Australia's North West,2023,7,May-23
May,Total,Townsville,Australia's North West,2023,4,May-23
May,Total,Sunshine Coast,Australia's North West,2023,20,May-23
May,Total,Outback,Australia's North West,2023,1,May-23
May,Total,Mackay,Australia's North West,2023,3,May-23
May,Total,Gold Coast,Australia's North West,2023,1,May-23
May,Total,Fraser Coast,Australia's North West,2023,9,May-23
May,Total,Whitsundays,Australia's Golden Outback,2023,3,May-23
May,Total,Tropical North Queensland,Australia's Golden Outback,2023,22,May-23
May,Total,Sunshine Coast,Australia's Golden Outback,2023,6,May-23
May,Total,Gold Coast,Australia's Golden Outback,2023,2,May-23
May,Total,Fraser Coast,Australia's Golden Outback,2023,10,May-23
May,Total,Darling Downs,Australia's Golden Outback,2023,4,May-23
May,Total,Tropical North Queensland,Australia's Coral Coast,2023,2,May-23
May,Total,Townsville,Australia's Coral Coast,2023,18,May-23
May,Total,Sunshine Coast,Australia's Coral Coast,2023,23,May-23
May,Total,Outback,Australia's Coral Coast,2023,2,May-23
May,Total,"Launceston, Tamar and the North",Australia's Coral Coast,2023,6,May-23
May,Total,Fraser Coast,Australia's Coral Coast,2023,35,May-23
May,Total,Central Queensland,Australia's Coral Coast,2023,2,May-23
May,Total,Brisbane,Australia's Coral Coast,2023,10,May-23
May,Total,Tropical North Queensland,Adelaide Hills,2023,13,May-23
May,Total,Sunshine Coast,Adelaide Hills,2023,6,May-23
May,Total,Gold Coast,Adelaide Hills,2023,8,May-23
May,Total,Fraser Coast,Adelaide Hills,2023,46,May-23
May,Total,Central Queensland,Adelaide Hills,2023,30,May-23
May,Total,Whitsundays,Adelaide,2023,10,May-23
May,Total,Tropical North Queensland,Adelaide,2023,96,May-23
May,Total,Townsville,Adelaide,2023,8,May-23
May,Total,Sunshine Coast,Adelaide,2023,35,May-23
May,Total,Outback,Adelaide,2023,43,May-23
May,Total,Mackay,Adelaide,2023,46,May-23
May,Total,"Launceston, Tamar and the North",Adelaide,2023,6,May-23
May,Total,Fraser Coast,Adelaide,2023,102,May-23
May,Total,Darling Downs,Adelaide,2023,7,May-23
May,Total,Central Queensland,Adelaide,2023,18,May-23
May,Total,Bundaberg,Adelaide,2023,4,May-23
May,Total,Brisbane,Adelaide,2023,2,May-23
June,Total,Tropical North Queensland,Yorke Peninsula,2023,6,Jun-23
June,Total,Sunshine Coast,Yorke Peninsula,2023,8,Jun-23
June,Total,Fraser Coast,Yorke Peninsula,2023,1,Jun-23
June,Total,Central Queensland,Yorke Peninsula,2023,20,Jun-23
June,Total,Whitsundays,Yarra Valley and Dandenong Ranges,2023,2,Jun-23
June,Total,Tropical North Queensland,Yarra Valley and Dandenong Ranges,2023,145,Jun-23
June,Total,Townsville,Yarra Valley and Dandenong Ranges,2023,33,Jun-23
June,Total,Sunshine Coast,Yarra Valley and Dandenong Ranges,2023,174,Jun-23
June,Total,Outback,Yarra Valley and Dandenong Ranges,2023,60,Jun-23
June,Total,Mackay,Yarra Valley and Dandenong Ranges,2023,2,Jun-23
June,Total,Gold Coast,Yarra Valley and Dandenong Ranges,2023,12,Jun-23
June,Total,Fraser Coast,Yarra Valley and Dandenong Ranges,2023,341,Jun-23
June,Total,Darling Downs,Yarra Valley and Dandenong Ranges,2023,6,Jun-23
June,Total,Central Queensland,Yarra Valley and Dandenong Ranges,2023,19,Jun-23
June,Total,Bundaberg,Yarra Valley and Dandenong Ranges,2023,2,Jun-23
June,Total,Brisbane,Yarra Valley and Dandenong Ranges,2023,64,Jun-23
June,Total,Tropical North Queensland,Wimmera,2023,5,Jun-23
June,Total,Sunshine Coast,Wimmera,2023,17,Jun-23
June,Total,Mackay,Wimmera,2023,2,Jun-23
June,Total,"Launceston, Tamar and the North",Wimmera,2023,1,Jun-23
June,Total,Fraser Coast,Wimmera,2023,10,Jun-23
June,Total,Darling Downs,Wimmera,2023,3,Jun-23
June,Total,Central Queensland,Wimmera,2023,8,Jun-23
June,Total,Tropical North Queensland,Whitsundays,2023,28,Jun-23
June,Total,Townsville,Whitsundays,2023,5,Jun-23
June,Total,Outback,Whitsundays,2023,4,Jun-23
June,Total,Mackay,Whitsundays,2023,4,Jun-23
June,Total,Central Queensland,Whitsundays,2023,8,Jun-23
June,Total,Tropical North Queensland,Western Grampians,2023,36,Jun-23
June,Total,Sunshine Coast,Western Grampians,2023,25,Jun-23
June,Total,Fraser Coast,Western Grampians,2023,15,Jun-23
June,Total,Brisbane,Western Grampians,2023,64,Jun-23
June,Total,Tropical North Queensland,West Coast,2023,6,Jun-23
June,Total,Sunshine Coast,West Coast,2023,2,Jun-23
June,Total,Whitsundays,Tropical North Queensland,2023,11,Jun-23
June,Total,Tropical North Queensland,Tropical North Queensland,2023,8468,Jun-23
June,Total,Townsville,Tropical North Queensland,2023,164,Jun-23
June,Total,Sunshine Coast,Tropical North Queensland,2023,127,Jun-23
June,Total,Outback,Tropical North Queensland,2023,163,Jun-23
June,Total,Mackay,Tropical North Queensland,2023,22,Jun-23
June,Total,"Launceston, Tamar and the North",Tropical North Queensland,2023,16,Jun-23
June,Total,Gold Coast,Tropical North Queensland,2023,18,Jun-23
June,Total,Fraser Coast,Tropical North Queensland,2023,139,Jun-23
June,Total,Darling Downs,Tropical North Queensland,2023,44,Jun-23
June,Total,Central Queensland,Tropical North Queensland,2023,226,Jun-23
June,Total,Bundaberg,Tropical North Queensland,2023,4,Jun-23
June,Total,Brisbane,Tropical North Queensland,2023,15,Jun-23
June,Total,Whitsundays,Townsville,2023,56,Jun-23
June,Total,Tropical North Queensland,Townsville,2023,1161,Jun-23
June,Total,Townsville,Townsville,2023,1172,Jun-23
June,Total,Sunshine Coast,Townsville,2023,73,Jun-23
June,Total,Outback,Townsville,2023,139,Jun-23
June,Total,Mackay,Townsville,2023,119,Jun-23
June,Total,"Launceston, Tamar and the North",Townsville,2023,8,Jun-23
June,Total,Fraser Coast,Townsville,2023,257,Jun-23
June,Total,Darling Downs,Townsville,2023,23,Jun-23
June,Total,Central Queensland,Townsville,2023,94,Jun-23
June,Total,Bundaberg,Townsville,2023,10,Jun-23
June,Total,Brisbane,Townsville,2023,22,Jun-23
June,Total,Whitsundays,The Murray,2023,28,Jun-23
June,Total,Tropical North Queensland,The Murray,2023,14,Jun-23
June,Total,Townsville,The Murray,2023,8,Jun-23
June,Total,Sunshine Coast,The Murray,2023,57,Jun-23
June,Total,Outback,The Murray,2023,18,Jun-23
June,Total,Mackay,The Murray,2023,3,Jun-23
June,Total,"Launceston, Tamar and the North",The Murray,2023,7,Jun-23
June,Total,Gold Coast,The Murray,2023,1,Jun-23
June,Total,Fraser Coast,The Murray,2023,64,Jun-23
June,Total,Darling Downs,The Murray,2023,4,Jun-23
June,Total,Central Queensland,The Murray,2023,17,Jun-23
June,Total,Bundaberg,The Murray,2023,4,Jun-23
June,Total,Brisbane,The Murray,2023,3,Jun-23
June,Total,Whitsundays,Sydney,2023,98,Jun-23
June,Total,Tropical North Queensland,Sydney,2023,384,Jun-23
June,Total,Townsville,Sydney,2023,75,Jun-23
June,Total,Sunshine Coast,Sydney,2023,382,Jun-23
June,Total,Outback,Sydney,2023,114,Jun-23
June,Total,Mackay,Sydney,2023,61,Jun-23
June,Total,"Launceston, Tamar and the North",Sydney,2023,11,Jun-23
June,Total,Gold Coast,Sydney,2023,53,Jun-23
June,Total,Fraser Coast,Sydney,2023,1582,Jun-23
June,Total,Darling Downs,Sydney,2023,63,Jun-23
June,Total,Central Queensland,Sydney,2023,256,Jun-23
June,Total,Bundaberg,Sydney,2023,12,Jun-23
June,Total,Brisbane,Sydney,2023,89,Jun-23
June,Total,Whitsundays,Sunshine Coast,2023,35,Jun-23
June,Total,Tropical North Queensland,Sunshine Coast,2023,475,Jun-23
June,Total,Townsville,Sunshine Coast,2023,111,Jun-23
June,Total,Sunshine Coast,Sunshine Coast,2023,6593,Jun-23
June,Total,Queensland Country,Sunshine Coast,2023,33,Jun-23
June,Total,Outback,Sunshine Coast,2023,143,Jun-23
June,Total,Mackay,Sunshine Coast,2023,89,Jun-23
June,Total,"Launceston, Tamar and the North",Sunshine Coast,2023,916,Jun-23
June,Total,Gold Coast,Sunshine Coast,2023,28,Jun-23
June,Total,Fraser Coast,Sunshine Coast,2023,3095,Jun-23
June,Total,Darling Downs,Sunshine Coast,2023,302,Jun-23
June,Total,Central Queensland,Sunshine Coast,2023,766,Jun-23
June,Total,Bundaberg,Sunshine Coast,2023,78,Jun-23
June,Total,Brisbane,Sunshine Coast,2023,401,Jun-23
June,Total,Tropical North Queensland,Spa Country,2023,4,Jun-23
June,Total,Whitsundays,South Coast,2023,20,Jun-23
June,Total,Tropical North Queensland,South Coast,2023,162,Jun-23
June,Total,Townsville,South Coast,2023,52,Jun-23
June,Total,Sunshine Coast,South Coast,2023,221,Jun-23
June,Total,Outback,South Coast,2023,36,Jun-23
June,Total,Mackay,South Coast,2023,24,Jun-23
June,Total,"Launceston, Tamar and the North",South Coast,2023,2,Jun-23
June,Total,Gold Coast,South Coast,2023,4,Jun-23
June,Total,Fraser Coast,South Coast,2023,716,Jun-23
June,Total,Darling Downs,South Coast,2023,15,Jun-23
June,Total,Central Queensland,South Coast,2023,104,Jun-23
June,Total,Bundaberg,South Coast,2023,2,Jun-23
June,Total,Brisbane,South Coast,2023,30,Jun-23
June,Total,Tropical North Queensland,Snowy Mountains,2023,22,Jun-23
June,Total,Townsville,Snowy Mountains,2023,6,Jun-23
June,Total,Sunshine Coast,Snowy Mountains,2023,8,Jun-23
June,Total,Outback,Snowy Mountains,2023,14,Jun-23
June,Total,Gold Coast,Snowy Mountains,2023,3,Jun-23
June,Total,Fraser Coast,Snowy Mountains,2023,102,Jun-23
June,Total,Darling Downs,Snowy Mountains,2023,2,Jun-23
June,Total,Central Queensland,Snowy Mountains,2023,11,Jun-23
June,Total,Tropical North Queensland,Riverland,2023,53,Jun-23
June,Total,Townsville,Riverland,2023,6,Jun-23
June,Total,Sunshine Coast,Riverland,2023,49,Jun-23
June,Total,Outback,Riverland,2023,12,Jun-23
June,Total,Fraser Coast,Riverland,2023,22,Jun-23
June,Total,Darling Downs,Riverland,2023,3,Jun-23
June,Total,Central Queensland,Riverland,2023,4,Jun-23
June,Total,Whitsundays,Riverina,2023,14,Jun-23
June,Total,Tropical North Queensland,Riverina,2023,46,Jun-23
June,Total,Townsville,Riverina,2023,22,Jun-23
June,Total,Sunshine Coast,Riverina,2023,168,Jun-23
June,Total,Outback,Riverina,2023,27,Jun-23
June,Total,Mackay,Riverina,2023,2,Jun-23
June,Total,Gold Coast,Riverina,2023,2,Jun-23
June,Total,Fraser Coast,Riverina,2023,35,Jun-23
June,Total,Central Queensland,Riverina,2023,9,Jun-23
June,Total,Whitsundays,Queensland Country,2023,7,Jun-23
June,Total,Tropical North Queensland,Queensland Country,2023,261,Jun-23
June,Total,Townsville,Queensland Country,2023,133,Jun-23
June,Total,Sunshine Coast,Queensland Country,2023,2868,Jun-23
June,Total,Queensland Country,Queensland Country,2023,42,Jun-23
June,Total,Outback,Queensland Country,2023,85,Jun-23
June,Total,Mackay,Queensland Country,2023,31,Jun-23
June,Total,"Launceston, Tamar and the North",Queensland Country,2023,485,Jun-23
June,Total,Gold Coast,Queensland Country,2023,51,Jun-23
June,Total,Fraser Coast,Queensland Country,2023,2030,Jun-23
June,Total,Darling Downs,Queensland Country,2023,642,Jun-23
June,Total,Central Queensland,Queensland Country,2023,293,Jun-23
June,Total,Bundaberg,Queensland Country,2023,6,Jun-23
June,Total,Brisbane,Queensland Country,2023,226,Jun-23
June,Total,Tropical North Queensland,Phillip Island,2023,4,Jun-23
June,Total,Sunshine Coast,Phillip Island,2023,74,Jun-23
June,Total,Outback,Phillip Island,2023,22,Jun-23
June,Total,Fraser Coast,Phillip Island,2023,10,Jun-23
June,Total,Brisbane,Phillip Island,2023,9,Jun-23
June,Total,Whitsundays,Peninsula,2023,34,Jun-23
June,Total,Tropical North Queensland,Peninsula,2023,115,Jun-23
June,Total,Townsville,Peninsula,2023,19,Jun-23
June,Total,Sunshine Coast,Peninsula,2023,88,Jun-23
June,Total,Outback,Peninsula,2023,26,Jun-23
June,Total,Mackay,Peninsula,2023,2,Jun-23
June,Total,Gold Coast,Peninsula,2023,5,Jun-23
June,Total,Fraser Coast,Peninsula,2023,203,Jun-23
June,Total,Darling Downs,Peninsula,2023,12,Jun-23
June,Total,Central Queensland,Peninsula,2023,65,Jun-23
June,Total,Brisbane,Peninsula,2023,8,Jun-23
June,Total,Whitsundays,Outback Queensland,2023,4,Jun-23
June,Total,Tropical North Queensland,Outback Queensland,2023,146,Jun-23
June,Total,Townsville,Outback Queensland,2023,32,Jun-23
June,Total,Sunshine Coast,Outback Queensland,2023,182,Jun-23
June,Total,Outback,Outback Queensland,2023,74,Jun-23
June,Total,Mackay,Outback Queensland,2023,112,Jun-23
June,Total,"Launceston, Tamar and the North",Outback Queensland,2023,5,Jun-23
June,Total,Fraser Coast,Outback Queensland,2023,177,Jun-23
June,Total,Darling Downs,Outback Queensland,2023,3,Jun-23
June,Total,Central Queensland,Outback Queensland,2023,1066,Jun-23
June,Total,Bundaberg,Outback Queensland,2023,59,Jun-23
June,Total,Brisbane,Outback Queensland,2023,14,Jun-23
June,Total,Whitsundays,Outback NSW,2023,12,Jun-23
June,Total,Tropical North Queensland,Outback NSW,2023,32,Jun-23
June,Total,Townsville,Outback NSW,2023,17,Jun-23
June,Total,Sunshine Coast,Outback NSW,2023,33,Jun-23
June,Total,Mackay,Outback NSW,2023,5,Jun-23
June,Total,Gold Coast,Outback NSW,2023,3,Jun-23
June,Total,Fraser Coast,Outback NSW,2023,156,Jun-23
June,Total,Darling Downs,Outback NSW,2023,4,Jun-23
June,Total,Central Queensland,Outback NSW,2023,34,Jun-23
June,Total,Brisbane,Outback NSW,2023,31,Jun-23
June,Total,Tropical North Queensland,North West,2023,20,Jun-23
June,Total,Sunshine Coast,North West,2023,4,Jun-23
June,Total,Outback,North West,2023,10,Jun-23
June,Total,Fraser Coast,North West,2023,8,Jun-23
June,Total,Darling Downs,North West,2023,2,Jun-23
June,Total,Whitsundays,North Coast NSW,2023,6,Jun-23
June,Total,Tropical North Queensland,North Coast NSW,2023,395,Jun-23
June,Total,Townsville,North Coast NSW,2023,155,Jun-23
June,Total,Sunshine Coast,North Coast NSW,2023,1173,Jun-23
June,Total,Queensland Country,North Coast NSW,2023,19,Jun-23
June,Total,Outback,North Coast NSW,2023,153,Jun-23
June,Total,Mackay,North Coast NSW,2023,52,Jun-23
June,Total,"Launceston, Tamar and the North",North Coast NSW,2023,64,Jun-23
June,Total,Gold Coast,North Coast NSW,2023,147,Jun-23
June,Total,Fraser Coast,North Coast NSW,2023,1529,Jun-23
June,Total,Darling Downs,North Coast NSW,2023,515,Jun-23
June,Total,Central Queensland,North Coast NSW,2023,386,Jun-23
June,Total,Bundaberg,North Coast NSW,2023,17,Jun-23
June,Total,Brisbane,North Coast NSW,2023,227,Jun-23
June,Total,Tropical North Queensland,New England North West,2023,62,Jun-23
June,Total,Townsville,New England North West,2023,8,Jun-23
June,Total,Sunshine Coast,New England North West,2023,164,Jun-23
June,Total,Queensland Country,New England North West,2023,1,Jun-23
June,Total,Outback,New England North West,2023,41,Jun-23
June,Total,Mackay,New England North West,2023,11,Jun-23
