Cel Lga Name 1,Sub Region,Visit_Percent,Pct
City of Bayswater,Clarendon,0.0001,0.01
Glenorchy City Council,Clarendon,0.0002,0.02
Katherine Municipality,Clarendon,0.0001,0.01
Kingston DC,Clarendon,0.0005,0.05
Launceston City Council,Clarendon,0.0003,0.03
Mackay Regional,Clarendon,0.0002,0.02
Fraser Coast Regional,Clarendon,0.0007,0.07
Mitchell Shire,Clarendon,0.0001,0.01
Moorabool Shire,Clarendon,0.0002,0.02
Maitland City Council,Clarendon,0.0001,0.01
Noosa Shire,Clarendon,0.0005,0.05
Shire of Mundaring,Clarendon,0.0007,0.07
Warrnambool City,Clarendon,0.0003,0.03
Woollahra Municipal Council,Clarendon,0.0005,0.05
City of Armadale,Clarendon,0.0002,0.02
City of Canning,Clarendon,0.0002,0.02
City of Melville,Clarendon,0.0002,0.02
DC of Robe,Clarendon,0.0002,0.02
Shellharbour City Council,Clarendon,0.0001,0.01
The DC of Ceduna,Clarendon,0.0002,0.02
Greater Shepparton City,Clarendon,0.0001,0.01
Townsville City,Clarendon,0.0003,0.03
Blue Mountains City Council,Clarendon,0.0002,0.02
City of Joondalup,Clarendon,0.0001,0.01
Gungahlin,Clarendon,0.0006,0.06
Mosman Municipal Council,Clarendon,0.0006,0.06
The DC of Mount Remarkable,Clarendon,0.0002,0.02
City of Rockingham,Clarendon,0.0001,0.01
Toowoomba Regional,Clarendon,0.0003,0.03
Wollondilly Shire Council,Clarendon,0.0002,0.02
City of Gosnells,Clarendon,0.0001,0.01
Hawkesbury City Council,Clarendon,0.0006,0.06
Nillumbik Shire,Clarendon,0.0001,0.01
Belconnen,Clarendon,0.0006,0.06
The DC of Lower Eyre Peninsula,Clarendon,0.0003,0.03
Canberra Central,Clarendon,0.0002,0.02
Maroondah City,Clarendon,0.0003,0.03
The Regional Council of Goyder,Clarendon,0.0001,0.01
Maribyrnong City,Clarendon,0.0002,0.02
City of Swan,Clarendon,0.0002,0.02
Hobsons Bay City,Clarendon,0.0008,0.08
Greater Bendigo City,Clarendon,0.0002,0.02
Waverley Council,Clarendon,0.0002,0.02
Barunga West Council,Clarendon,0.0001,0.01
Greater Dandenong City,Clarendon,0.0002,0.02
Port Phillip City,Clarendon,0.0005,0.05
Cardinia Shire,Clarendon,0.0001,0.01
Banyule City,Clarendon,0.0006,0.06
North Sydney Council,Clarendon,0.0009,0.09
Camden Council,Clarendon,0.0005,0.05
City of Stirling,Clarendon,0.0008,0.08
Randwick City Council,Clarendon,0.0002,0.02
Yarra Ranges Shire,Clarendon,0.0007,0.07
City of Canada Bay Council,Clarendon,0.0006,0.06
Willoughby City Council,Clarendon,0.0003,0.03
City of Wanneroo,Clarendon,0.0003,0.03
Manningham City,Clarendon,0.0005,0.05
Yarra City,Clarendon,0.0002,0.02
The DC of Grant,Clarendon,0.0002,0.02
Mornington Peninsula Shire,Clarendon,0.0003,0.03
Newcastle City Council,Clarendon,0.0007,0.07
Stonnington City,Clarendon,0.0005,0.05
Bayside City,Clarendon,0.0003,0.03
Naracoorte Lucindale Council,Clarendon,0.0002,0.02
The Council of the Shire of Hornsby,Clarendon,0.0006,0.06
Whitehorse City,Clarendon,0.0007,0.07
Ryde City Council,Clarendon,0.0001,0.01
Darebin City,Clarendon,0.0006,0.06
Ku-ring-gai Council,Clarendon,0.0005,0.05
Moonee Valley City,Clarendon,0.0003,0.03
Campbelltown City Council,Clarendon,0.0006,0.06
Ipswich City,Clarendon,0.0007,0.07
Frankston City,Clarendon,0.0002,0.02
Ballarat City,Clarendon,0.0014,0.14
Cairns Regional,Clarendon,0.0008,0.08
Redland City,Clarendon,0.0005,0.05
Broken Hill City Council,Clarendon,0.0007,0.07
Georges River Council,Clarendon,0.0007,0.07
Lake Macquarie City Council,Clarendon,0.0002,0.02
Moreland City,Clarendon,0.0006,0.06
Inner West Council,Clarendon,0.0005,0.05
Kingston City,Clarendon,0.0005,0.05
Knox City,Clarendon,0.0008,0.08
Monash City,Clarendon,0.0008,0.08
Municipal Council of Roxby Downs,Clarendon,0.0008,0.08
Tatiara DC,Clarendon,0.0026,0.26
Glen Eira City,Clarendon,0.0008,0.08
Litchfield Municipality,Clarendon,0.0008,0.08
Mildura Rural City,Clarendon,0.0009,0.09
Wollongong City Council,Clarendon,0.0007,0.07
Boroondara City,Clarendon,0.0012,0.12
Greater Geelong City,Clarendon,0.0002,0.02
City of Port Lincoln,Clarendon,0.0003,0.03
Hume City,Clarendon,0.0008,0.08
Liverpool City Council,Clarendon,0.001,0.1
Sutherland Shire Council,Clarendon,0.0008,0.08
Central Coast Council,Clarendon,0.0015,0.15
Bayside Council,Clarendon,0.0007,0.07
Penrith City Council,Clarendon,0.0002,0.02
Whittlesea City,Clarendon,0.0007,0.07
Brimbank City,Clarendon,0.0007,0.07
Pastoral Unincorporated Area,Clarendon,0.0012,0.12
Melton City,Clarendon,0.0005,0.05
Renmark Paringa Council,Clarendon,0.0016,0.16
Wattle Range Council,Clarendon,0.0012,0.12
Cumberland Council,Clarendon,0.0011,0.11
Fairfield City Council,Clarendon,0.0009,0.09
Wakefield Regional Council,Clarendon,0.0011,0.11
The Hills Shire Council,Clarendon,0.0006,0.06
Coorong District Council,Clarendon,0.0028,0.28
Melbourne City,Clarendon,0.0006,0.06
Alice Springs Municipality,Clarendon,0.0007,0.07
Sunshine Coast Regional,Clarendon,0.0009,0.09
City of Parramatta Council,Clarendon,0.0012,0.12
Council of the City of Sydney,Clarendon,0.001,0.1
Casey City,Clarendon,0.0006,0.06
Clare and Gilbert Valleys Council,Clarendon,0.0011,0.11
Logan City,Clarendon,0.001,0.1
The Berri Barmera Council,Clarendon,0.001,0.1
Wyndham City,Clarendon,0.0008,0.08
Port Augusta City Council,Clarendon,0.0015,0.15
The DC of Loxton Waikerie,Clarendon,0.0024,0.24
Canterbury-Bankstown Council,Clarendon,0.0009,0.09
Northern Beaches Council,Clarendon,0.0021,0.21
Yorke Peninsula Council,Clarendon,0.0008,0.08
Palmerston Municipality,Clarendon,0.0011,0.11
Kangaroo Island Council,Clarendon,0.0009,0.09
Moreton Bay Regional,Clarendon,0.0014,0.14
Blacktown City Council,Clarendon,0.0023,0.23
The Corporation of the City of Whyalla,Clarendon,0.0009,0.09
Mid Murray Council,Clarendon,0.0038,0.38
Port Pirie Regional Council,Clarendon,0.002,0.2
Copper Coast Council,Clarendon,0.002,0.2
Gold Coast City,Clarendon,0.002,0.2
City of Mount Gambier,Clarendon,0.0037,0.37
Adelaide Plains Council,Clarendon,0.0028,0.28
Darwin Municipality,Clarendon,0.0023,0.23
Light Regional Council,Clarendon,0.003,0.3
The Corporation of the Town of Walkerville,Clarendon,0.0024,0.24
Brisbane City,Clarendon,0.0058,0.58
The Rural City of Murray Bridge,Clarendon,0.012,1.2
The Barossa Council,Clarendon,0.006,0.6
Town of Gawler,Clarendon,0.006,0.6
The DC of Yankalilla,Clarendon,0.0038,0.38
City of Prospect,Clarendon,0.0074,0.74
Adelaide Hills Council,Clarendon,0.0377,3.77
Adelaide City Council,Clarendon,0.013,1.3
The City of Norwood Payneham and St Peters,Clarendon,0.0133,1.33
Mount Barker District Council,Clarendon,0.1277,12.77
City of Victor Harbor,Clarendon,0.005,0.5
City of Burnside,Clarendon,0.0179,1.79
Alexandrina Council,Clarendon,0.066,6.6
City of Playford,Clarendon,0.0218,2.18
City of Unley,Clarendon,0.03,3
City of Tea Tree Gully,Clarendon,0.029,2.9
City of West Torrens,Clarendon,0.0366,3.66
City of Holdfast Bay,Clarendon,0.0542,5.42
City of Salisbury,Clarendon,0.0407,4.07
City of Port Adelaide Enfield,Clarendon,0.0394,3.94
City of Charles Sturt,Clarendon,0.0502,5.02
City of Mitcham,Clarendon,0.1132,11.32
City of Marion,Clarendon,0.1479,14.79
Ballina Shire Council,Total,0.00010,0.01
Derwent Valley Council,Total,0.00010,0.01
Meander Valley Council,Total,0.00010,0.01
Darwin Waterfront Precinct Municipality,Total,0.00010,0.01
City of Bunbury,Total,0.00010,0.01
Anangu Pitjantjatjara Yankunytjatjara,Total,0.00010,0.01
City of Greater Geraldton,Total,0.00010,0.01
The DC of Orroroo Carrieton,Total,0.00010,0.01
Shire of Broome,Total,0.00010,0.01
Southern Downs Regional,Total,0.00010,0.01
Singleton Council,Total,0.00010,0.01
Shire of Ashburton,Total,0.00010,0.01
Hindmarsh Shire,Total,0.00010,0.01
Yass Valley Council,Total,0.00010,0.01
City of Albany,Total,0.00010,0.01
Campaspe Shire,Total,0.00010,0.01
Wudinna District Council,Total,0.00010,0.01
West Arnhem Region,Total,0.00010,0.01
Colac Otway Shire,Total,0.00010,0.01
Snowy Monaro Regional Council,Total,0.00010,0.01
Lismore City Council,Total,0.00010,0.01
Armidale Regional Council,Total,0.00010,0.01
West Wimmera Shire,Total,0.00010,0.01
Ararat Rural City,Total,0.00010,0.01
Weston Creek,Total,0.00010,0.01
Griffith City Council,Total,0.00010,0.01
Isaac Regional,Total,0.00010,0.01
Dubbo Regional Council,Total,0.00010,0.01
City of Busselton,Total,0.00010,0.01
Byron Shire Council,Total,0.00010,0.01
Mount Isa City,Total,0.00010,0.01
Western Downs Regional,Total,0.00010,0.01
Barkly Region,Total,0.00010,0.01
Hepburn Shire,Total,0.00010,0.01
City of Nedlands,Total,0.00010,0.01
City of Kwinana,Total,0.00010,0.01
Wellington Shire,Total,0.00010,0.01
The DC of Karoonda East Murray,Total,0.00010,0.01
The DC of Peterborough,Total,0.00010,0.01
DC of Elliston,Total,0.00010,0.01
Shire of Serpentine-Jarrahdale,Total,0.00010,0.01
Northern Grampians Shire,Total,0.00010,0.01
Burnie City Council,Total,0.00010,0.01
Shire of Northam,Total,0.00010,0.01
Roper Gulf Region,Total,0.00010,0.01
Swan Hill Rural City,Total,0.00010,0.01
Lithgow City Council,Total,0.00010,0.01
Lockyer Valley Regional,Total,0.00010,0.01
Un-Incorporated (Yulara) Area,Total,0.00010,0.01
Surf Coast Shire,Total,0.00010,0.01
Bass Coast Shire,Total,0.00010,0.01
Coffs Harbour City Council,Total,0.00010,0.01
Woden Valley,Total,0.00010,0.01
The Flinders Ranges Council,Total,0.00010,0.01
Clarence Valley Council,Total,0.00010,0.01
Unincorporated,Total,0.00010,0.01
Golden Plains Shire,Total,0.00010,0.01
Orange City Council,Total,0.00010,0.01
Wangaratta Rural City,Total,0.00010,0.01
Wentworth Shire Council,Total,0.00010,0.01
The DC of Kimba,Total,0.00010,0.01
Gympie Regional,Total,0.00010,0.01
City of Belmont,Total,0.00010,0.01
Town of Cambridge,Total,0.00010,0.01
Scenic Rim Regional,Total,0.00010,0.01
Gladstone Regional,Total,0.00010,0.01
Maranoa Regional,Total,0.00010,0.01
Devonport City Council,Total,0.00010,0.01
Goulburn Mulwaree Council,Total,0.00010,0.01
The Council of the Municipality of Hunters Hill,Total,0.00010,0.01
Southern Grampians Shire,Total,0.00010,0.01
City of Vincent,Total,0.00010,0.01
The DC of Coober Pedy,Total,0.00010,0.01
Town of Victoria Park,Total,0.00010,0.01
Wodonga City,Total,0.00010,0.01
Rockhampton Regional,Total,0.00010,0.01
Mid-Coast Council,Total,0.00010,0.01
The DC of Streaky Bay,Total,0.00010,0.01
Whitsunday Regional,Total,0.00010,0.01
Southern Mallee DC,Total,0.00010,0.01
Kingborough Council,Total,0.00010,0.01
Port Macquarie-Hastings Council,Total,0.00010,0.01
Cessnock City Council,Total,0.00010,0.01
Macedon Ranges Shire,Total,0.00020,0.02
The DC of Tumby Bay,Total,0.00020,0.02
Tamworth Regional Council,Total,0.00020,0.02
Baw Baw Shire,Total,0.00020,0.02
Horsham Rural City,Total,0.00020,0.02
Glenelg Shire,Total,0.00020,0.02
Hobart City Council,Total,0.00020,0.02
Bathurst Regional Council,Total,0.00020,0.02
Albury City Council,Total,0.00020,0.02
East Gippsland Shire,Total,0.00020,0.02
City of South Perth,Total,0.00020,0.02
Wingecarribee Shire Council,Total,0.00020,0.02
Port Stephens Council,Total,0.00020,0.02
Queanbeyan-Palerang Regional Council,Total,0.00020,0.02
Shoalhaven City Council,Total,0.00020,0.02
The DC of Cleve,Total,0.00020,0.02
Wagga Wagga City Council,Total,0.00020,0.02
Tweed Shire Council,Total,0.00020,0.02
Burwood Council,Total,0.00020,0.02
Douglas Shire,Total,0.00020,0.02
City of Kalamunda,Total,0.00020,0.02
Clarence City Council,Total,0.00020,0.02
Mackay Regional,Total,0.00020,0.02
Strathfield Municipal Council,Total,0.00020,0.02
Launceston City Council,Total,0.00020,0.02
City of Bayswater,Total,0.00020,0.02
Bundaberg Regional,Total,0.00020,0.02
Latrobe City,Total,0.00020,0.02
Moorabool Shire,Total,0.00020,0.02
Mitchell Shire,Total,0.00020,0.02
The DC of Ceduna,Total,0.00020,0.02
City of Mandurah,Total,0.00020,0.02
City of Perth,Total,0.00020,0.02
Fraser Coast Regional,Total,0.00020,0.02
Kingston DC,Total,0.00020,0.02
Glenorchy City Council,Total,0.00020,0.02
City of Armadale,Total,0.00030,0.03
Shire of Mundaring,Total,0.00030,0.03
Noosa Shire,Total,0.00030,0.03
Tuggeranong,Total,0.00030,0.03
City of Cockburn,Total,0.00030,0.03
Lane Cove Municipal Council,Total,0.00030,0.03
Warrnambool City,Total,0.00030,0.03
Greater Shepparton City,Total,0.00030,0.03
Shellharbour City Council,Total,0.00030,0.03
Woollahra Municipal Council,Total,0.00030,0.03
The DC of Mount Remarkable,Total,0.00030,0.03
Katherine Municipality,Total,0.00030,0.03
City of Melville,Total,0.00030,0.03
Wollondilly Shire Council,Total,0.00030,0.03
Blue Mountains City Council,Total,0.00030,0.03
DC of Robe,Total,0.00030,0.03
Maitland City Council,Total,0.00030,0.03
The Regional Council of Goyder,Total,0.00030,0.03
Belconnen,Total,0.00040,0.04
Hawkesbury City Council,Total,0.00040,0.04
Mosman Municipal Council,Total,0.00040,0.04
City of Canning,Total,0.00040,0.04
The DC of Lower Eyre Peninsula,Total,0.00040,0.04
Gungahlin,Total,0.00040,0.04
Nillumbik Shire,Total,0.00040,0.04
Townsville City,Total,0.00040,0.04
Toowoomba Regional,Total,0.00040,0.04
City of Rockingham,Total,0.00040,0.04
Waverley Council,Total,0.00040,0.04
City of Joondalup,Total,0.00040,0.04
City of Gosnells,Total,0.00040,0.04
Northern Areas Council,Total,0.00040,0.04
Barunga West Council,Total,0.00050,0.05
City of Swan,Total,0.00050,0.05
Canberra Central,Total,0.00050,0.05
Greater Bendigo City,Total,0.00050,0.05
Cardinia Shire,Total,0.00050,0.05
Maroondah City,Total,0.00050,0.05
Maribyrnong City,Total,0.00050,0.05
Hobsons Bay City,Total,0.00060,0.06
Yarra Ranges Shire,Total,0.00060,0.06
Camden Council,Total,0.00060,0.06
City of Wanneroo,Total,0.00060,0.06
Port Phillip City,Total,0.00060,0.06
City of Canada Bay Council,Total,0.00060,0.06
Yarra City,Total,0.00060,0.06
Greater Dandenong City,Total,0.00060,0.06
Mornington Peninsula Shire,Total,0.00060,0.06
Willoughby City Council,Total,0.00060,0.06
City of Stirling,Total,0.00070,0.07
The DC of Grant,Total,0.00070,0.07
Newcastle City Council,Total,0.00070,0.07
Frankston City,Total,0.00070,0.07
Redland City,Total,0.00070,0.07
Randwick City Council,Total,0.00070,0.07
Banyule City,Total,0.00070,0.07
Broken Hill City Council,Total,0.00070,0.07
Cairns Regional,Total,0.00070,0.07
Moonee Valley City,Total,0.00070,0.07
Manningham City,Total,0.00080,0.08
North Sydney Council,Total,0.00080,0.08
Ryde City Council,Total,0.00080,0.08
Campbelltown City Council,Total,0.00080,0.08
Ipswich City,Total,0.00080,0.08
Lake Macquarie City Council,Total,0.00080,0.08
Ballarat City,Total,0.00080,0.08
Georges River Council,Total,0.00080,0.08
Darebin City,Total,0.00080,0.08
Naracoorte Lucindale Council,Total,0.00080,0.08
Bayside City,Total,0.00080,0.08
Ku-ring-gai Council,Total,0.00080,0.08
Whitehorse City,Total,0.00080,0.08
Kingston City,Total,0.00090,0.09
The Council of the Shire of Hornsby,Total,0.00090,0.09
Stonnington City,Total,0.00090,0.09
Municipal Council of Roxby Downs,Total,0.00090,0.09
Mildura Rural City,Total,0.00090,0.09
Monash City,Total,0.00090,0.09
Pastoral Unincorporated Area,Total,0.00100,0.1
Knox City,Total,0.00100,0.1
Wollongong City Council,Total,0.00100,0.1
Moreland City,Total,0.00100,0.1
Greater Geelong City,Total,0.00100,0.1
City of Port Lincoln,Total,0.00110,0.11
Inner West Council,Total,0.00110,0.11
Litchfield Municipality,Total,0.00110,0.11
Glen Eira City,Total,0.00120,0.12
Hume City,Total,0.00120,0.12
Bayside Council,Total,0.00120,0.12
Central Coast Council,Total,0.00120,0.12
Tatiara DC,Total,0.00120,0.12
Boroondara City,Total,0.00120,0.12
Coorong District Council,Total,0.00130,0.13
Whittlesea City,Total,0.00130,0.13
Fairfield City Council,Total,0.00130,0.13
Liverpool City Council,Total,0.00130,0.13
Wattle Range Council,Total,0.00130,0.13
Penrith City Council,Total,0.00130,0.13
Wakefield Regional Council,Total,0.00130,0.13
Sutherland Shire Council,Total,0.00130,0.13
Sunshine Coast Regional,Total,0.00130,0.13
The Berri Barmera Council,Total,0.00130,0.13
Brimbank City,Total,0.00130,0.13
City of Parramatta Council,Total,0.00140,0.14
Clare and Gilbert Valleys Council,Total,0.00140,0.14
Melton City,Total,0.00140,0.14
Cumberland Council,Total,0.00140,0.14
The Hills Shire Council,Total,0.00150,0.15
Alice Springs Municipality,Total,0.00150,0.15
Melbourne City,Total,0.00150,0.15
Logan City,Total,0.00150,0.15
Renmark Paringa Council,Total,0.00150,0.15
Casey City,Total,0.00160,0.16
Port Augusta City Council,Total,0.00160,0.16
Kangaroo Island Council,Total,0.00170,0.17
The DC of Loxton Waikerie,Total,0.00170,0.17
Council of the City of Sydney,Total,0.00170,0.17
Wyndham City,Total,0.00180,0.18
Northern Beaches Council,Total,0.00200,0.2
Yorke Peninsula Council,Total,0.00200,0.2
Moreton Bay Regional,Total,0.00210,0.21
Canterbury-Bankstown Council,Total,0.00220,0.22
Palmerston Municipality,Total,0.00240,0.24
Port Pirie Regional Council,Total,0.00250,0.25
Mid Murray Council,Total,0.00260,0.26
The Corporation of the City of Whyalla,Total,0.00260,0.26
Blacktown City Council,Total,0.00270,0.27
Copper Coast Council,Total,0.00300,0.3
Gold Coast City,Total,0.00320,0.32
Adelaide Plains Council,Total,0.00380,0.38
City of Mount Gambier,Total,0.00420,0.42
The Corporation of the Town of Walkerville,Total,0.00430,0.43
Light Regional Council,Total,0.00430,0.43
Darwin Municipality,Total,0.00520,0.52
The Rural City of Murray Bridge,Total,0.00610,0.61
Brisbane City,Total,0.00610,0.61
The Barossa Council,Total,0.00650,0.65
The DC of Yankalilla,Total,0.00810,0.81
Town of Gawler,Total,0.00870,0.87
City of Prospect,Total,0.01260,1.26
City of Victor Harbor,Total,0.01470,1.47
The City of Norwood Payneham and St Peters,Total,0.01850,1.85
Adelaide City Council,Total,0.01920,1.92
Adelaide Hills Council,Total,0.02300,2.3
Alexandrina Council,Total,0.02460,2.46
Mount Barker District Council,Total,0.02650,2.65
City of Burnside,Total,0.02930,2.93
City of Playford,Total,0.03510,3.51
City of Unley,Total,0.03560,3.56
City of Holdfast Bay,Total,0.04380,4.38
City of Tea Tree Gully,Total,0.04540,4.54
City of West Torrens,Total,0.04760,4.76
City of Port Adelaide Enfield,Total,0.05820,5.82
City of Salisbury,Total,0.06050,6.05
City of Charles Sturt,Total,0.07450,7.45
City of Mitcham,Total,0.08840,8.84
City of Marion,Total,0.14340,14.34
