Origin SA3,Month of Purchase Month (copy),Pct,Percent_Change
Browns Plains,Jul-22,0.2126000,21.26
Browns Plains,Aug-22,0.1258000,12.58
Browns Plains,Sep-22,0.0670000,6.7
Browns Plains,Oct-22,0.0577000,5.77
Browns Plains,Nov-22,0.0279000,2.79
Browns Plains,Feb-23,0.0038000,0.38
Browns Plains,Mar-23,0.0033000,0.33
Browns Plains,Apr-23,0.0313000,3.13
Browns Plains,May-23,0.1429000,14.29
Brunswick - Coburg,Jan-22,0.0018000,0.18
Brunswick - Coburg,Feb-22,0.0041000,0.41
Brunswick - Coburg,Mar-22,0.0052000,0.52
Brunswick - Coburg,Apr-22,0.0438000,4.38
Brunswick - Coburg,May-22,0.0569000,5.69
Brunswick - Coburg,Jun-22,0.1388000,13.88
Brunswick - Coburg,Jul-22,0.1038000,10.38
Brunswick - Coburg,Aug-22,0.2174000,21.74
Brunswick - Coburg,Sep-22,0.1072000,10.72
Brunswick - Coburg,Oct-22,0.0614000,6.14
Brunswick - Coburg,Nov-22,0.0164000,1.64
Brunswick - Coburg,Dec-22,0.0070000,0.7
Brunswick - Coburg,Jan-23,0.0390000,3.9
Brunswick - Coburg,Feb-23,0.0001000,0.01
Brunswick - Coburg,Mar-23,0.0376000,3.76
Brunswick - Coburg,Apr-23,0.0531000,5.31
Brunswick - Coburg,May-23,0.1063000,10.63
Bunbury,Jan-22,0.0298000,2.98
Bunbury,Feb-22,0.0156000,1.56
Bunbury,Mar-22,0.0262000,2.62
Bunbury,Apr-22,0.0476000,4.76
Bunbury,May-22,0.1111000,11.11
Bunbury,Jun-22,0.1338000,13.38
Bunbury,Jul-22,0.1836000,18.36
Bunbury,Aug-22,0.1399000,13.99
Bunbury,Sep-22,0.0655000,6.55
Bunbury,Oct-22,0.0518000,5.18
Bunbury,Nov-22,0.0246000,2.46
Bunbury,Dec-22,0.0225000,2.25
Bunbury,Jan-23,0.0307000,3.07
Bunbury,Feb-23,0.0057000,0.57
Bunbury,Mar-23,0.0233000,2.33
Bunbury,Apr-23,0.0282000,2.82
Bunbury,May-23,0.0601000,6.01
Burnett,Jan-22,0.0193000,1.93
Burnett,Feb-22,0.0131000,1.31
Burnett,Mar-22,0.0222000,2.22
Burnett,Apr-22,0.0423000,4.23
Burnett,May-22,0.0982000,9.82
Burnett,Jun-22,0.1397000,13.97
Burnett,Jul-22,0.1792000,17.92
Burnett,Aug-22,0.1335000,13.35
Burnett,Sep-22,0.0839000,8.39
Burnett,Oct-22,0.0700000,7
Burnett,Nov-22,0.0247000,2.47
Burnett,Dec-22,0.0122000,1.22
Burnett,Jan-23,0.0320000,3.2
Burnett,Feb-23,0.0038000,0.38
Burnett,Mar-23,0.0263000,2.63
Burnett,Apr-23,0.0227000,2.27
Burnett,May-23,0.0768000,7.68
Burnie - Ulverstone,Feb-22,0.0051000,0.51
Burnie - Ulverstone,Mar-22,0.0029000,0.29
Burnie - Ulverstone,Apr-22,0.0577000,5.77
Burnie - Ulverstone,May-22,0.1431000,14.31
Burnie - Ulverstone,Jun-22,0.1010000,10.1
Burnie - Ulverstone,Jul-22,0.2771000,27.71
Burnie - Ulverstone,Aug-22,0.2267000,22.67
Burnie - Ulverstone,Sep-22,0.0914000,9.14
Burnie - Ulverstone,Oct-22,0.0060000,0.6
Burnie - Ulverstone,Nov-22,0.0185000,1.85
Burnie - Ulverstone,Dec-22,0.0159000,1.59
Burnie - Ulverstone,Jan-23,0.0177000,1.77
Burnie - Ulverstone,Feb-23,0.0002000,0.02
Burnie - Ulverstone,Mar-23,0.0041000,0.41
Burnie - Ulverstone,Apr-23,0.0084000,0.84
Burnie - Ulverstone,May-23,0.0241000,2.41
Burnside,Mar-22,0.0009000,0.09
Burnside,Apr-22,0.0231000,2.31
Burnside,May-22,0.0725000,7.25
Burnside,Jun-22,0.0275000,2.75
Burnside,Jul-22,0.2940000,29.4
Burnside,Aug-22,0.2773000,27.73
Burnside,Sep-22,0.0676000,6.76
Burnside,Oct-22,0.0264000,2.64
Burnside,Nov-22,0.0003000,0.03
Burnside,Dec-22,0.0025000,0.25
Burnside,Jan-23,0.0134000,1.34
Burnside,Feb-23,0.0146000,1.46
Burnside,Mar-23,0.0247000,2.47
Burnside,Apr-23,0.0187000,1.87
Burnside,May-23,0.1366000,13.66
Caboolture,Jun-22,0.3011000,30.11
Caboolture,Jul-22,0.0659000,6.59
Caboolture,Aug-22,0.1122000,11.22
Caboolture,Sep-22,0.0707000,7.07
Caboolture,Oct-22,0.2026000,20.26
Caboolture,Apr-23,0.2475000,24.75
Caboolture Hinterland,Feb-22,0.0273000,2.73
Caboolture Hinterland,Mar-22,0.0471000,4.71
Caboolture Hinterland,May-22,0.0165000,1.65
Caboolture Hinterland,Jun-22,0.1450000,14.5
Caboolture Hinterland,Jul-22,0.2600000,26
Caboolture Hinterland,Aug-22,0.2345000,23.45
Caboolture Hinterland,Sep-22,0.0564000,5.64
Caboolture Hinterland,Oct-22,0.0646000,6.46
Caboolture Hinterland,Dec-22,0.0056000,0.56
Caboolture Hinterland,Jan-23,0.0003000,0.03
Caboolture Hinterland,Mar-23,0.0150000,1.5
Caboolture Hinterland,Apr-23,0.0650000,6.5
Caboolture Hinterland,May-23,0.0627000,6.27
Cairns - North,Jan-22,0.0071000,0.71
Cairns - North,Feb-22,0.0123000,1.23
Cairns - North,Mar-22,0.0307000,3.07
Cairns - North,Apr-22,0.0331000,3.31
Cairns - North,May-22,0.1897000,18.97
Cairns - North,Jun-22,0.1030000,10.3
Cairns - North,Jul-22,0.1359000,13.59
Cairns - North,Aug-22,0.0958000,9.58
Cairns - North,Sep-22,0.0725000,7.25
Cairns - North,Oct-22,0.0220000,2.2
Cairns - North,Nov-22,0.0243000,2.43
Cairns - North,Dec-22,0.1287000,12.87
Cairns - North,Jan-23,0.0318000,3.18
Cairns - North,Feb-23,0.0019000,0.19
Cairns - North,Mar-23,0.0154000,1.54
Cairns - North,Apr-23,0.0387000,3.87
Cairns - North,May-23,0.0572000,5.72
Cairns - South,Jan-22,0.0166000,1.66
Cairns - South,Feb-22,0.0105000,1.05
Cairns - South,Mar-22,0.0224000,2.24
Cairns - South,Apr-22,0.0504000,5.04
Cairns - South,May-22,0.1018000,10.18
Cairns - South,Jun-22,0.1090000,10.9
Cairns - South,Jul-22,0.1364000,13.64
Cairns - South,Aug-22,0.1500000,15
Cairns - South,Sep-22,0.1013000,10.13
Cairns - South,Oct-22,0.0707000,7.07
Cairns - South,Nov-22,0.0344000,3.44
Cairns - South,Dec-22,0.0244000,2.44
Cairns - South,Jan-23,0.0163000,1.63
Cairns - South,Feb-23,0.0061000,0.61
Cairns - South,Mar-23,0.0246000,2.46
Cairns - South,Apr-23,0.0536000,5.36
Cairns - South,May-23,0.0717000,7.17
Campaspe,Jan-22,0.0105000,1.05
Campaspe,Feb-22,0.0073000,0.73
Campaspe,Mar-22,0.0185000,1.85
Campaspe,Apr-22,0.0443000,4.43
Campaspe,May-22,0.0731000,7.31
Campaspe,Jun-22,0.1990000,19.9
Campaspe,Jul-22,0.3063000,30.63
Campaspe,Aug-22,0.1948000,19.48
Campaspe,Sep-22,0.0573000,5.73
Campaspe,Oct-22,0.0114000,1.14
Campaspe,Nov-22,0.0033000,0.33
Campaspe,Dec-22,0.0002000,0.02
Campaspe,Jan-23,0.0050000,0.5
Campaspe,Feb-23,0.0015000,0.15
Campaspe,Mar-23,0.0034000,0.34
Campaspe,Apr-23,0.0183000,1.83
Campaspe,May-23,0.0459000,4.59
Campbelltown (NSW),Jan-22,0.0005000,0.05
Campbelltown (NSW),Apr-22,0.0217000,2.17
Campbelltown (NSW),May-22,0.0926000,9.26
Campbelltown (NSW),Jun-22,0.0622000,6.22
Campbelltown (NSW),Jul-22,0.1746000,17.46
Campbelltown (NSW),Aug-22,0.2854000,28.54
Campbelltown (NSW),Sep-22,0.1201000,12.01
Campbelltown (NSW),Oct-22,0.1218000,12.18
Campbelltown (NSW),Nov-22,0.0536000,5.36
Campbelltown (NSW),Dec-22,0.0195000,1.95
Campbelltown (NSW),Jan-23,0.0001000,0.01
Campbelltown (NSW),Feb-23,0.0003000,0.03
Campbelltown (NSW),Mar-23,0.0046000,0.46
Campbelltown (NSW),Apr-23,0.0215000,2.15
Campbelltown (NSW),May-23,0.0214000,2.14
Campbelltown (SA),Feb-22,0.0022000,0.22
Campbelltown (SA),Apr-22,0.0333000,3.33
Campbelltown (SA),May-22,0.1301000,13.01
Campbelltown (SA),Jun-22,0.1690000,16.9
Campbelltown (SA),Jul-22,0.3854000,38.54
Campbelltown (SA),Aug-22,0.0640000,6.4
Campbelltown (SA),Sep-22,0.0077000,0.77
Campbelltown (SA),Oct-22,0.0300000,3
Campbelltown (SA),Nov-22,0.0060000,0.6
Campbelltown (SA),Dec-22,0.0007000,0.07
Campbelltown (SA),Jan-23,0.0466000,4.66
Campbelltown (SA),Feb-23,0.0136000,1.36
Campbelltown (SA),Apr-23,0.0059000,0.59
Campbelltown (SA),May-23,0.1056000,10.56
Canada Bay,Apr-22,0.0124000,1.24
Canada Bay,May-22,0.3783000,37.83
Canada Bay,Jun-22,0.0820000,8.2
Canada Bay,Jul-22,0.1036000,10.36
Canada Bay,Aug-22,0.2892000,28.92
Canada Bay,Sep-22,0.0299000,2.99
Canada Bay,Oct-22,0.0231000,2.31
Canada Bay,Nov-22,0.0013000,0.13
Canada Bay,Jan-23,0.0208000,2.08
Canada Bay,Feb-23,0.0106000,1.06
Canada Bay,Mar-23,0.0031000,0.31
Canada Bay,May-23,0.0456000,4.56
Canning,Jan-22,0.0563000,5.63
Canning,Feb-22,0.0351000,3.51
Canning,Mar-22,0.0384000,3.84
Canning,Apr-22,0.0724000,7.24
Canning,May-22,0.0952000,9.52
Canning,Jun-22,0.1361000,13.61
Canning,Jul-22,0.1367000,13.67
Canning,Aug-22,0.1330000,13.3
Canning,Sep-22,0.0984000,9.84
Canning,Oct-22,0.0380000,3.8
Canning,Nov-22,0.0220000,2.2
Canning,Dec-22,0.0281000,2.81
Canning,Jan-23,0.0288000,2.88
Canning,Feb-23,0.0041000,0.41
Canning,Mar-23,0.0133000,1.33
Canning,Apr-23,0.0299000,2.99
Canning,May-23,0.0342000,3.42
Canterbury,Jan-22,0.0228000,2.28
Canterbury,Feb-22,0.0198000,1.98
Canterbury,Mar-22,0.0388000,3.88
Canterbury,Apr-22,0.0520000,5.2
Canterbury,May-22,0.1392000,13.92
Canterbury,Jun-22,0.2511000,25.11
Canterbury,Jul-22,0.0674000,6.74
Canterbury,Aug-22,0.1069000,10.69
Canterbury,Sep-22,0.0978000,9.78
Canterbury,Oct-22,0.0050000,0.5
Canterbury,Nov-22,0.0301000,3.01
Canterbury,Dec-22,0.0162000,1.62
Canterbury,Jan-23,0.0013000,0.13
Canterbury,Feb-23,0.0281000,2.81
Canterbury,Mar-23,0.0131000,1.31
Canterbury,Apr-23,0.0386000,3.86
Canterbury,May-23,0.0719000,7.19
Capalaba,Apr-22,0.0294000,2.94
Capalaba,May-22,0.1184000,11.84
Capalaba,Jun-22,0.1258000,12.58
Capalaba,Jul-22,0.5120000,51.2
Capalaba,Aug-22,0.1680000,16.8
Capalaba,Sep-22,0.0121000,1.21
Capalaba,Mar-23,0.0053000,0.53
Capalaba,May-23,0.0289000,2.89
Cardinia,Jan-22,0.0057000,0.57
Cardinia,Mar-22,0.0059000,0.59
Cardinia,Apr-22,0.0177000,1.77
Cardinia,May-22,0.1197000,11.97
Cardinia,Jun-22,0.1688000,16.88
Cardinia,Jul-22,0.2186000,21.86
Cardinia,Aug-22,0.1827000,18.27
Cardinia,Sep-22,0.1054000,10.54
Cardinia,Oct-22,0.0351000,3.51
Cardinia,Nov-22,0.0321000,3.21
Cardinia,Dec-22,0.0130000,1.3
Cardinia,Jan-23,0.0074000,0.74
Cardinia,Feb-23,0.0014000,0.14
Cardinia,Mar-23,0.0092000,0.92
Cardinia,Apr-23,0.0139000,1.39
Cardinia,May-23,0.0634000,6.34
Carindale,Mar-22,0.5502000,55.02
Carindale,Sep-22,0.4123000,41.23
Carindale,Apr-23,0.0374000,3.74
Carlingford,Jan-22,0.0022000,0.22
Carlingford,Apr-22,0.0244000,2.44
Carlingford,May-22,0.1785000,17.85
Carlingford,Jun-22,0.0294000,2.94
Carlingford,Jul-22,0.5582000,55.82
Carlingford,Aug-22,0.1429000,14.29
Carlingford,Sep-22,0.0372000,3.72
Carlingford,Oct-22,0.0039000,0.39
Carlingford,Apr-23,0.0137000,1.37
Carlingford,May-23,0.0096000,0.96
Casey - North,Apr-22,0.0108000,1.08
Casey - North,May-22,0.0938000,9.38
Casey - North,Jun-22,0.2037000,20.37
Casey - North,Jul-22,0.2026000,20.26
Casey - North,Aug-22,0.2064000,20.64
Casey - North,Sep-22,0.1138000,11.38
Casey - North,Oct-22,0.0610000,6.1
Casey - North,Nov-22,0.0172000,1.72
Casey - North,Dec-22,0.0046000,0.46
Casey - North,Jan-23,0.0023000,0.23
Casey - North,Mar-23,0.0070000,0.7
Casey - North,Apr-23,0.0298000,2.98
Casey - North,May-23,0.0468000,4.68
Casey - South,Feb-22,0.0001000,0.01
Casey - South,Mar-22,0.0043000,0.43
Casey - South,Apr-22,0.0155000,1.55
Casey - South,May-22,0.0772000,7.72
Casey - South,Jun-22,0.1431000,14.31
Casey - South,Jul-22,0.1727000,17.27
Casey - South,Aug-22,0.2138000,21.38
Casey - South,Sep-22,0.1045000,10.45
Casey - South,Oct-22,0.0374000,3.74
Casey - South,Nov-22,0.0418000,4.18
Casey - South,Dec-22,0.0193000,1.93
Casey - South,Jan-23,0.0167000,1.67
Casey - South,Feb-23,0.0018000,0.18
Casey - South,Mar-23,0.0197000,1.97
Casey - South,Apr-23,0.0436000,4.36
Casey - South,May-23,0.0886000,8.86
Centenary,Sep-22,0.9857000,98.57
Centenary,May-23,0.0143000,1.43
Central Highlands (Qld),Jan-22,0.0265000,2.65
Central Highlands (Qld),Feb-22,0.0262000,2.62
Central Highlands (Qld),Mar-22,0.0439000,4.39
Central Highlands (Qld),Apr-22,0.0421000,4.21
Central Highlands (Qld),May-22,0.0983000,9.83
Central Highlands (Qld),Jun-22,0.1599000,15.99
Central Highlands (Qld),Jul-22,0.1524000,15.24
Central Highlands (Qld),Aug-22,0.1510000,15.1
Central Highlands (Qld),Sep-22,0.0567000,5.67
Central Highlands (Qld),Oct-22,0.0595000,5.95
Central Highlands (Qld),Nov-22,0.0241000,2.41
Central Highlands (Qld),Dec-22,0.0264000,2.64
Central Highlands (Qld),Jan-23,0.0200000,2
Central Highlands (Qld),Feb-23,0.0019000,0.19
Central Highlands (Qld),Mar-23,0.0184000,1.84
Central Highlands (Qld),Apr-23,0.0513000,5.13
Central Highlands (Qld),May-23,0.0415000,4.15
Central Highlands (Tas.),Jan-22,0.0005000,0.05
Central Highlands (Tas.),Feb-22,0.0004000,0.04
Central Highlands (Tas.),Mar-22,0.0079000,0.79
Central Highlands (Tas.),Apr-22,0.0054000,0.54
Central Highlands (Tas.),May-22,0.0111000,1.11
Central Highlands (Tas.),Jun-22,0.0801000,8.01
Central Highlands (Tas.),Jul-22,0.3507000,35.07
Central Highlands (Tas.),Aug-22,0.2434000,24.34
Central Highlands (Tas.),Sep-22,0.1085000,10.85
Central Highlands (Tas.),Oct-22,0.0813000,8.13
Central Highlands (Tas.),Nov-22,0.0198000,1.98
Central Highlands (Tas.),Dec-22,0.0178000,1.78
Central Highlands (Tas.),Jan-23,0.0011000,0.11
Central Highlands (Tas.),Feb-23,0.0002000,0.02
Central Highlands (Tas.),Mar-23,0.0219000,2.19
Central Highlands (Tas.),Apr-23,0.0110000,1.1
Central Highlands (Tas.),May-23,0.0388000,3.88
Charles Sturt,Jan-22,0.0069000,0.69
Charles Sturt,Feb-22,0.0061000,0.61
Charles Sturt,Mar-22,0.0185000,1.85
Charles Sturt,Apr-22,0.0748000,7.48
Charles Sturt,May-22,0.0994000,9.94
Charles Sturt,Jun-22,0.1292000,12.92
Charles Sturt,Jul-22,0.1859000,18.59
Charles Sturt,Aug-22,0.1730000,17.3
Charles Sturt,Sep-22,0.0699000,6.99
Charles Sturt,Oct-22,0.0649000,6.49
Charles Sturt,Nov-22,0.0105000,1.05
Charles Sturt,Dec-22,0.0106000,1.06
Charles Sturt,Jan-23,0.0432000,4.32
Charles Sturt,Feb-23,0.0198000,1.98
Charles Sturt,Mar-23,0.0142000,1.42
Charles Sturt,Apr-23,0.0224000,2.24
Charles Sturt,May-23,0.0508000,5.08
Charters Towers - Ayr - Ingham,Jan-22,0.0130000,1.3
Charters Towers - Ayr - Ingham,Feb-22,0.0060000,0.6
Charters Towers - Ayr - Ingham,Mar-22,0.0551000,5.51
Charters Towers - Ayr - Ingham,Apr-22,0.0352000,3.52
Charters Towers - Ayr - Ingham,May-22,0.0812000,8.12
Charters Towers - Ayr - Ingham,Jun-22,0.1636000,16.36
Charters Towers - Ayr - Ingham,Jul-22,0.1466000,14.66
Charters Towers - Ayr - Ingham,Aug-22,0.1078000,10.78
Charters Towers - Ayr - Ingham,Sep-22,0.1304000,13.04
Charters Towers - Ayr - Ingham,Oct-22,0.0210000,2.1
Charters Towers - Ayr - Ingham,Nov-22,0.0320000,3.2
Charters Towers - Ayr - Ingham,Dec-22,0.0371000,3.71
Charters Towers - Ayr - Ingham,Jan-23,0.0343000,3.43
Charters Towers - Ayr - Ingham,Mar-23,0.0059000,0.59
Charters Towers - Ayr - Ingham,Apr-23,0.0086000,0.86
Charters Towers - Ayr - Ingham,May-23,0.1222000,12.22
Chatswood - Lane Cove,Mar-22,0.0025000,0.25
Chatswood - Lane Cove,Apr-22,0.0234000,2.34
Chatswood - Lane Cove,May-22,0.1641000,16.41
Chatswood - Lane Cove,Jun-22,0.1337000,13.37
Chatswood - Lane Cove,Jul-22,0.1818000,18.18
Chatswood - Lane Cove,Aug-22,0.1573000,15.73
Chatswood - Lane Cove,Sep-22,0.2240000,22.4
Chatswood - Lane Cove,Oct-22,0.0295000,2.95
Chatswood - Lane Cove,Nov-22,0.0103000,1.03
Chatswood - Lane Cove,Dec-22,0.0022000,0.22
Chatswood - Lane Cove,Jan-23,0.0008000,0.08
Chatswood - Lane Cove,Mar-23,0.0026000,0.26
Chatswood - Lane Cove,Apr-23,0.0214000,2.14
Chatswood - Lane Cove,May-23,0.0464000,4.64
Chermside,Mar-22,0.0020000,0.2
Chermside,Apr-22,0.0388000,3.88
Chermside,May-22,0.1787000,17.87
Chermside,Jun-22,0.2970000,29.7
Chermside,Jul-22,0.0388000,3.88
Chermside,Aug-22,0.0710000,7.1
Chermside,Sep-22,0.1010000,10.1
Chermside,Oct-22,0.0796000,7.96
Chermside,Nov-22,0.0064000,0.64
Chermside,Dec-22,0.0037000,0.37
Chermside,Jan-23,0.0148000,1.48
Chermside,Mar-23,0.0168000,1.68
Chermside,Apr-23,0.0483000,4.83
Chermside,May-23,0.1031000,10.31
Christmas Island,Jan-22,0.0358000,3.58
Christmas Island,Feb-22,0.0281000,2.81
Christmas Island,Mar-22,0.0602000,6.02
Christmas Island,Apr-22,0.0624000,6.24
Christmas Island,May-22,0.0576000,5.76
Christmas Island,Jun-22,0.2964000,29.64
Christmas Island,Jul-22,0.0081000,0.81
Christmas Island,Aug-22,0.0138000,1.38
Christmas Island,Sep-22,0.0448000,4.48
Christmas Island,Oct-22,0.0229000,2.29
Christmas Island,Nov-22,0.1467000,14.67
Christmas Island,Dec-22,0.0053000,0.53
Christmas Island,Jan-23,0.0082000,0.82
Christmas Island,Feb-23,0.0252000,2.52
Christmas Island,Mar-23,0.1039000,10.39
Christmas Island,Apr-23,0.0677000,6.77
Christmas Island,May-23,0.0130000,1.3
Clarence Valley,Feb-22,0.0012000,0.12
Clarence Valley,Mar-22,0.0146000,1.46
Clarence Valley,Apr-22,0.0040000,0.4
Clarence Valley,May-22,0.0559000,5.59
Clarence Valley,Jun-22,0.2202000,22.02
Clarence Valley,Jul-22,0.1186000,11.86
Clarence Valley,Aug-22,0.1870000,18.7
Clarence Valley,Sep-22,0.2339000,23.39
Clarence Valley,Oct-22,0.0132000,1.32
Clarence Valley,Nov-22,0.0333000,3.33
Clarence Valley,Dec-22,0.0145000,1.45
Clarence Valley,Feb-23,0.0001000,0.01
Clarence Valley,Mar-23,0.0207000,2.07
Clarence Valley,Apr-23,0.0466000,4.66
Clarence Valley,May-23,0.0360000,3.6
Cleveland - Stradbroke,Jan-22,0.0026000,0.26
Cleveland - Stradbroke,Feb-22,0.0032000,0.32
Cleveland - Stradbroke,Mar-22,0.0031000,0.31
Cleveland - Stradbroke,Apr-22,0.0267000,2.67
Cleveland - Stradbroke,May-22,0.0971000,9.71
Cleveland - Stradbroke,Jun-22,0.1784000,17.84
Cleveland - Stradbroke,Jul-22,0.1628000,16.28
Cleveland - Stradbroke,Aug-22,0.1349000,13.49
Cleveland - Stradbroke,Sep-22,0.1549000,15.49
Cleveland - Stradbroke,Oct-22,0.0769000,7.69
Cleveland - Stradbroke,Nov-22,0.0086000,0.86
Cleveland - Stradbroke,Dec-22,0.0033000,0.33
Cleveland - Stradbroke,Jan-23,0.0041000,0.41
Cleveland - Stradbroke,Feb-23,0.0027000,0.27
Cleveland - Stradbroke,Mar-23,0.0114000,1.14
Cleveland - Stradbroke,Apr-23,0.0087000,0.87
Cleveland - Stradbroke,May-23,0.1205000,12.05
Cockburn,Jan-22,0.0490000,4.9
Cockburn,Feb-22,0.0254000,2.54
Cockburn,Mar-22,0.0627000,6.27
Cockburn,Apr-22,0.0749000,7.49
Cockburn,May-22,0.0968000,9.68
Cockburn,Jun-22,0.1226000,12.26
Cockburn,Jul-22,0.1237000,12.37
Cockburn,Aug-22,0.0929000,9.29
Cockburn,Sep-22,0.0563000,5.63
Cockburn,Oct-22,0.0547000,5.47
Cockburn,Nov-22,0.0379000,3.79
Cockburn,Dec-22,0.0347000,3.47
Cockburn,Jan-23,0.0479000,4.79
Cockburn,Feb-23,0.0090000,0.9
Cockburn,Mar-23,0.0275000,2.75
Cockburn,Apr-23,0.0362000,3.62
Cockburn,May-23,0.0478000,4.78
Cocos (Keeling) Islands,Mar-22,0.1443000,14.43
Cocos (Keeling) Islands,Jul-22,0.2454000,24.54
Cocos (Keeling) Islands,Sep-22,0.5247000,52.47
Cocos (Keeling) Islands,Nov-22,0.0855000,8.55
Coffs Harbour,Jan-22,0.0076000,0.76
Coffs Harbour,Feb-22,0.0046000,0.46
Coffs Harbour,Mar-22,0.0103000,1.03
Coffs Harbour,Apr-22,0.0193000,1.93
Coffs Harbour,May-22,0.0850000,8.5
Coffs Harbour,Jun-22,0.1436000,14.36
Coffs Harbour,Jul-22,0.1659000,16.59
Coffs Harbour,Aug-22,0.1696000,16.96
Coffs Harbour,Sep-22,0.1265000,12.65
Coffs Harbour,Oct-22,0.0418000,4.18
Coffs Harbour,Nov-22,0.0732000,7.32
Coffs Harbour,Dec-22,0.0287000,2.87
Coffs Harbour,Jan-23,0.0080000,0.8
Coffs Harbour,Feb-23,0.0001000,0.01
Coffs Harbour,Mar-23,0.0110000,1.1
Coffs Harbour,Apr-23,0.0188000,1.88
Coffs Harbour,May-23,0.0860000,8.6
Coolangatta,Jan-22,0.0049000,0.49
Coolangatta,Feb-22,0.0027000,0.27
Coolangatta,Mar-22,0.0109000,1.09
Coolangatta,Apr-22,0.0088000,0.88
Coolangatta,May-22,0.0611000,6.11
Coolangatta,Jun-22,0.1802000,18.02
Coolangatta,Jul-22,0.2255000,22.55
Coolangatta,Aug-22,0.2011000,20.11
Coolangatta,Sep-22,0.0715000,7.15
Coolangatta,Oct-22,0.0445000,4.45
Coolangatta,Nov-22,0.0249000,2.49
Coolangatta,Dec-22,0.0069000,0.69
Coolangatta,Jan-23,0.0024000,0.24
Coolangatta,Feb-23,0.0039000,0.39
Coolangatta,Mar-23,0.0243000,2.43
Coolangatta,Apr-23,0.0242000,2.42
Coolangatta,May-23,0.1024000,10.24
Cotter - Namadgi,Mar-22,0.0203000,2.03
Cotter - Namadgi,Apr-22,0.0062000,0.62
Cotter - Namadgi,May-22,0.0452000,4.52
Cotter - Namadgi,Jun-22,0.2266000,22.66
Cotter - Namadgi,Jul-22,0.1726000,17.26
Cotter - Namadgi,Aug-22,0.3843000,38.43
Cotter - Namadgi,Sep-22,0.0482000,4.82
Cotter - Namadgi,Oct-22,0.0106000,1.06
Cotter - Namadgi,Nov-22,0.0198000,1.98
Cotter - Namadgi,Dec-22,0.0015000,0.15
Cotter - Namadgi,Mar-23,0.0200000,2
Cotter - Namadgi,Apr-23,0.0263000,2.63
Cotter - Namadgi,May-23,0.0184000,1.84
Cottesloe - Claremont,Jan-22,0.0307000,3.07
Cottesloe - Claremont,Feb-22,0.0202000,2.02
Cottesloe - Claremont,Mar-22,0.0237000,2.37
Cottesloe - Claremont,Apr-22,0.0745000,7.45
Cottesloe - Claremont,May-22,0.0908000,9.08
Cottesloe - Claremont,Jun-22,0.1227000,12.27
Cottesloe - Claremont,Jul-22,0.2321000,23.21
Cottesloe - Claremont,Aug-22,0.1191000,11.91
Cottesloe - Claremont,Sep-22,0.0723000,7.23
Cottesloe - Claremont,Oct-22,0.0432000,4.32
Cottesloe - Claremont,Nov-22,0.0191000,1.91
Cottesloe - Claremont,Dec-22,0.0132000,1.32
Cottesloe - Claremont,Jan-23,0.0220000,2.2
Cottesloe - Claremont,Feb-23,0.0045000,0.45
Cottesloe - Claremont,Mar-23,0.0159000,1.59
Cottesloe - Claremont,Apr-23,0.0336000,3.36
Cottesloe - Claremont,May-23,0.0624000,6.24
Creswick - Daylesford - Ballan,Mar-22,0.0275000,2.75
Creswick - Daylesford - Ballan,Apr-22,0.0068000,0.68
Creswick - Daylesford - Ballan,May-22,0.1040000,10.4
Creswick - Daylesford - Ballan,Jun-22,0.0268000,2.68
Creswick - Daylesford - Ballan,Jul-22,0.2240000,22.4
Creswick - Daylesford - Ballan,Aug-22,0.4120000,41.2
Creswick - Daylesford - Ballan,Sep-22,0.0184000,1.84
Creswick - Daylesford - Ballan,Oct-22,0.0297000,2.97
Creswick - Daylesford - Ballan,Jan-23,0.0087000,0.87
Creswick - Daylesford - Ballan,Mar-23,0.0402000,4.02
Creswick - Daylesford - Ballan,Apr-23,0.0172000,1.72
Creswick - Daylesford - Ballan,May-23,0.0845000,8.45
Cronulla - Miranda - Caringbah,Feb-22,0.0059000,0.59
Cronulla - Miranda - Caringbah,Mar-22,0.0103000,1.03
Cronulla - Miranda - Caringbah,Apr-22,0.0153000,1.53
Cronulla - Miranda - Caringbah,May-22,0.0971000,9.71
Cronulla - Miranda - Caringbah,Jun-22,0.2558000,25.58
Cronulla - Miranda - Caringbah,Jul-22,0.2060000,20.6
Cronulla - Miranda - Caringbah,Aug-22,0.1107000,11.07
Cronulla - Miranda - Caringbah,Sep-22,0.0585000,5.85
Cronulla - Miranda - Caringbah,Oct-22,0.0961000,9.61
Cronulla - Miranda - Caringbah,Nov-22,0.0056000,0.56
Cronulla - Miranda - Caringbah,Dec-22,0.0122000,1.22
Cronulla - Miranda - Caringbah,Jan-23,0.0030000,0.3
Cronulla - Miranda - Caringbah,Feb-23,0.0005000,0.05
Cronulla - Miranda - Caringbah,Mar-23,0.0173000,1.73
Cronulla - Miranda - Caringbah,Apr-23,0.0147000,1.47
Cronulla - Miranda - Caringbah,May-23,0.0910000,9.1
Daly - Tiwi - West Arnhem,Feb-22,0.0022000,0.22
Daly - Tiwi - West Arnhem,Mar-22,0.0173000,1.73
Daly - Tiwi - West Arnhem,Apr-22,0.0984000,9.84
Daly - Tiwi - West Arnhem,May-22,0.1101000,11.01
Daly - Tiwi - West Arnhem,Jun-22,0.0887000,8.87
Daly - Tiwi - West Arnhem,Jul-22,0.1781000,17.81
